method,query_id,k,n_retrieved,n_judged,n_unjudged,n_explicit_minus1,judged_fraction,hole_fraction
direct_mmr,21,100,100,5,95,0,0.05,0.95
direct_mmr,22,100,100,8,92,0,0.08,0.92
direct_mmr,23,100,100,9,91,0,0.09,0.91
direct_mmr,24,100,100,10,90,0,0.1,0.9
direct_mmr,25,100,100,13,87,0,0.13,0.87
direct_mmr,26,100,100,6,94,0,0.06,0.94
direct_mmr,27,100,100,9,91,0,0.09,0.91
direct_mmr,28,100,100,1,99,0,0.01,0.99
direct_mmr,29,100,100,13,87,0,0.13,0.87
direct_mmr,30,100,100,7,93,0,0.07,0.93
direct_mmr,31,100,100,12,88,0,0.12,0.88
direct_mmr,32,100,100,6,94,0,0.06,0.94
direct_mmr,33,100,100,8,92,0,0.08,0.92
direct_mmr,34,100,100,11,89,0,0.11,0.89
direct_mmr,35,100,100,17,83,0,0.17,0.83
direct_mmr,36,100,100,10,90,0,0.1,0.9
direct_mmr,37,100,100,16,84,0,0.16,0.84
direct_mmr,38,100,100,24,76,0,0.24,0.76
direct_mmr,39,100,100,15,85,0,0.15,0.85
direct_mmr,40,100,100,17,83,0,0.17,0.83
direct_mmr,41,100,100,12,88,0,0.12,0.88
direct_mmr,42,100,100,11,89,0,0.11,0.89
direct_mmr,43,100,100,24,76,0,0.24,0.76
direct_mmr,44,100,100,14,86,0,0.14,0.86
direct_mmr,45,100,100,14,86,0,0.14,0.86
direct_mmr,46,100,100,15,85,0,0.15,0.85
direct_mmr,47,100,100,10,90,0,0.1,0.9
direct_mmr,48,100,100,20,80,0,0.2,0.8
direct_mmr,49,100,100,9,91,0,0.09,0.91
direct_mmr,50,100,100,18,82,0,0.18,0.82
direct_mmr,1,1000,1000,82,918,0,0.082,0.918
direct_mmr,2,1000,1000,118,882,0,0.118,0.882
direct_mmr,3,1000,1000,126,874,0,0.126,0.874
direct_mmr,4,1000,1000,112,888,0,0.112,0.888
direct_mmr,5,1000,1000,144,856,0,0.144,0.856
direct_mmr,6,1000,1000,124,876,0,0.124,0.876
direct_mmr,7,1000,1000,127,873,0,0.127,0.873
direct_mmr,8,1000,1000,109,891,0,0.109,0.891
direct_mmr,9,1000,1000,137,863,0,0.137,0.863
direct_mmr,10,1000,1000,156,844,0,0.156,0.844
direct_mmr,11,1000,1000,120,880,0,0.12,0.88
direct_mmr,12,1000,1000,126,874,0,0.126,0.874
direct_mmr,13,1000,1000,148,852,0,0.148,0.852
direct_mmr,14,1000,1000,89,911,0,0.089,0.911
direct_mmr,15,1000,1000,96,904,0,0.096,0.904
direct_mmr,16,1000,1000,144,856,0,0.144,0.856
direct_mmr,17,1000,1000,99,901,0,0.099,0.901
direct_mmr,18,1000,1000,185,815,0,0.185,0.815
direct_mmr,19,1000,1000,137,863,0,0.137,0.863
direct_mmr,20,1000,1000,176,824,0,0.176,0.824
direct_mmr,21,1000,1000,95,905,0,0.095,0.905
direct_mmr,22,1000,1000,108,892,0,0.108,0.892
direct_mmr,23,1000,1000,99,901,0,0.099,0.901
direct_mmr,24,1000,1000,142,858,0,0.142,0.858
direct_mmr,25,1000,1000,165,835,0,0.165,0.835
direct_mmr,26,1000,1000,116,884,0,0.116,0.884
direct_mmr,27,1000,1000,112,888,0,0.112,0.888
direct_mmr,28,1000,1000,114,886,0,0.114,0.886
direct_mmr,29,1000,1000,144,856,0,0.144,0.856
direct_mmr,30,1000,1000,114,886,0,0.114,0.886
direct_mmr,31,1000,1000,135,865,0,0.135,0.865
direct_mmr,32,1000,1000,51,949,0,0.051,0.949
direct_mmr,33,1000,1000,121,879,0,0.121,0.879
direct_mmr,34,1000,1000,98,902,0,0.098,0.902
direct_mmr,35,1000,1000,130,870,0,0.13,0.87
direct_mmr,36,1000,1000,177,823,0,0.177,0.823
direct_mmr,37,1000,1000,186,814,0,0.186,0.814
direct_mmr,38,1000,1000,236,764,0,0.236,0.764
direct_mmr,39,1000,1000,179,821,0,0.179,0.821
direct_mmr,40,1000,1000,218,782,0,0.218,0.782
direct_mmr,41,1000,1000,154,846,0,0.154,0.846
direct_mmr,42,1000,1000,182,818,0,0.182,0.818
direct_mmr,43,1000,1000,149,851,0,0.149,0.851
direct_mmr,44,1000,1000,195,805,0,0.195,0.805
direct_mmr,45,1000,1000,171,829,0,0.171,0.829
direct_mmr,46,1000,1000,102,898,0,0.102,0.898
direct_mmr,47,1000,1000,136,864,0,0.136,0.864
direct_mmr,48,1000,1000,145,855,0,0.145,0.855
direct_mmr,49,1000,1000,134,866,0,0.134,0.866
direct_mmr,50,1000,1000,141,859,0,0.141,0.859
direct_mmr_rerank,1,20,20,4,16,0,0.2,0.8
direct_mmr_rerank,2,20,20,8,12,0,0.4,0.6
direct_mmr_rerank,3,20,20,8,12,0,0.4,0.6
direct_mmr_rerank,4,20,20,5,15,0,0.25,0.75
direct_mmr_rerank,5,20,20,4,16,0,0.2,0.8
direct_mmr_rerank,6,20,20,5,15,0,0.25,0.75
direct_mmr_rerank,7,20,20,5,15,0,0.25,0.75
direct_mmr_rerank,8,20,20,8,12,0,0.4,0.6
direct_mmr_rerank,9,20,20,2,18,0,0.1,0.9
direct_mmr_rerank,10,20,20,4,16,0,0.2,0.8
direct_mmr_rerank,11,20,20,7,13,0,0.35,0.65
direct_mmr_rerank,12,20,20,6,14,0,0.3,0.7
direct_mmr_rerank,13,20,20,5,15,0,0.25,0.75
direct_mmr_rerank,14,20,20,10,10,0,0.5,0.5
direct_mmr_rerank,15,20,20,6,14,0,0.3,0.7
direct_mmr_rerank,16,20,20,5,15,0,0.25,0.75
direct_mmr_rerank,17,20,20,5,15,0,0.25,0.75
direct_mmr_rerank,18,20,20,5,15,0,0.25,0.75
direct_mmr_rerank,19,20,20,8,12,0,0.4,0.6
direct_mmr_rerank,20,20,20,9,11,0,0.45,0.55
direct_mmr_rerank,21,20,20,2,18,0,0.1,0.9
direct_mmr_rerank,22,20,20,3,17,0,0.15,0.85
direct_mmr_rerank,23,20,20,4,16,0,0.2,0.8
direct_mmr_rerank,24,20,20,4,16,0,0.2,0.8
direct_mmr_rerank,25,20,20,9,11,0,0.45,0.55
direct_mmr_rerank,26,20,20,7,13,0,0.35,0.65
direct_mmr_rerank,27,20,20,6,14,0,0.3,0.7
direct_mmr_rerank,28,20,20,7,13,0,0.35,0.65
direct_mmr_rerank,29,20,20,11,9,0,0.55,0.45
direct_mmr_rerank,30,20,20,3,17,0,0.15,0.85
direct_mmr_rerank,31,20,20,8,12,0,0.4,0.6
direct_mmr_rerank,32,20,20,10,10,0,0.5,0.5
direct_mmr_rerank,33,20,20,6,14,0,0.3,0.7
direct_mmr_rerank,34,20,20,3,17,0,0.15,0.85
direct_mmr_rerank,35,20,20,7,13,0,0.35,0.65
direct_mmr_rerank,36,20,20,7,13,0,0.35,0.65
direct_mmr_rerank,37,20,20,6,14,0,0.3,0.7
direct_mmr_rerank,38,20,20,9,11,0,0.45,0.55
direct_mmr_rerank,39,20,20,11,9,0,0.55,0.45
direct_mmr_rerank,40,20,20,13,7,0,0.65,0.35
direct_mmr_rerank,41,20,20,8,12,0,0.4,0.6
direct_mmr_rerank,42,20,20,5,15,0,0.25,0.75
direct_mmr_rerank,43,20,20,13,7,0,0.65,0.35
direct_mmr_rerank,44,20,20,7,13,0,0.35,0.65
direct_mmr_rerank,45,20,20,12,8,0,0.6,0.4
direct_mmr_rerank,46,20,20,12,8,0,0.6,0.4
direct_mmr_rerank,47,20,20,5,15,0,0.25,0.75
direct_mmr_rerank,48,20,20,4,16,0,0.2,0.8
direct_mmr_rerank,49,20,20,7,13,0,0.35,0.65
direct_mmr_rerank,50,20,20,12,8,0,0.6,0.4
direct_mmr_rerank,1,50,50,9,41,0,0.18,0.82
direct_mmr_rerank,2,50,50,16,34,0,0.32,0.68
direct_mmr_rerank,3,50,50,15,35,0,0.3,0.7
direct_mmr_rerank,4,50,50,10,40,0,0.2,0.8
direct_mmr_rerank,5,50,50,14,36,0,0.28,0.72
direct_mmr_rerank,6,50,50,21,29,0,0.42,0.58
direct_mmr_rerank,7,50,50,12,38,0,0.24,0.76
direct_mmr_rerank,8,50,50,17,33,0,0.34,0.66
direct_mmr_rerank,9,50,50,8,42,0,0.16,0.84
direct_mmr_rerank,10,50,50,12,38,0,0.24,0.76
direct_mmr_rerank,11,50,50,17,33,0,0.34,0.66
direct_mmr_rerank,12,50,50,14,36,0,0.28,0.72
direct_mmr_rerank,13,50,50,16,34,0,0.32,0.68
direct_mmr_rerank,14,50,50,21,29,0,0.42,0.58
direct_mmr_rerank,15,50,50,16,34,0,0.32,0.68
direct_mmr_rerank,16,50,50,15,35,0,0.3,0.7
direct_mmr_rerank,17,50,50,13,37,0,0.26,0.74
direct_mmr_rerank,18,50,50,15,35,0,0.3,0.7
direct_mmr_rerank,19,50,50,19,31,0,0.38,0.62
direct_mmr_rerank,20,50,50,17,33,0,0.34,0.66
direct_mmr_rerank,21,50,50,10,40,0,0.2,0.8
direct_mmr_rerank,22,50,50,12,38,0,0.24,0.76
direct_mmr_rerank,23,50,50,7,43,0,0.14,0.86
direct_mmr_rerank,24,50,50,15,35,0,0.3,0.7
direct_mmr_rerank,25,50,50,21,29,0,0.42,0.58
direct_mmr_rerank,26,50,50,17,33,0,0.34,0.66
direct_mmr_rerank,27,50,50,13,37,0,0.26,0.74
direct_mmr_rerank,28,50,50,13,37,0,0.26,0.74
direct_mmr_rerank,29,50,50,24,26,0,0.48,0.52
direct_mmr_rerank,30,50,50,12,38,0,0.24,0.76
direct_mmr_rerank,31,50,50,17,33,0,0.34,0.66
direct_mmr_rerank,32,50,50,13,37,0,0.26,0.74
direct_mmr_rerank,33,50,50,18,32,0,0.36,0.64
direct_mmr_rerank,34,50,50,12,38,0,0.24,0.76
direct_mmr_rerank,35,50,50,15,35,0,0.3,0.7
direct_mmr_rerank,36,50,50,21,29,0,0.42,0.58
direct_mmr_rerank,37,50,50,21,29,0,0.42,0.58
direct_mmr_rerank,38,50,50,30,20,0,0.6,0.4
direct_mmr_rerank,39,50,50,22,28,0,0.44,0.56
direct_mmr_rerank,40,50,50,28,22,0,0.56,0.44
direct_mmr_rerank,41,50,50,18,32,0,0.36,0.64
direct_mmr_rerank,42,50,50,13,37,0,0.26,0.74
direct_mmr_rerank,43,50,50,33,17,0,0.66,0.34
direct_mmr_rerank,44,50,50,15,35,0,0.3,0.7
direct_mmr_rerank,45,50,50,25,25,0,0.5,0.5
direct_mmr_rerank,46,50,50,18,32,0,0.36,0.64
direct_mmr_rerank,47,50,50,14,36,0,0.28,0.72
direct_mmr_rerank,48,50,50,12,38,0,0.24,0.76
direct_mmr_rerank,49,50,50,16,34,0,0.32,0.68
direct_mmr_rerank,50,50,50,25,25,0,0.5,0.5
direct_mmr_rerank,1,100,100,20,80,0,0.2,0.8
direct_mmr_rerank,2,100,100,29,71,0,0.29,0.71
direct_mmr_rerank,3,100,100,30,70,0,0.3,0.7
direct_mmr_rerank,4,100,100,23,77,0,0.23,0.77
direct_mmr_rerank,5,100,100,29,71,0,0.29,0.71
direct_mmr_rerank,6,100,100,40,60,0,0.4,0.6
direct_mmr_rerank,7,100,100,38,62,0,0.38,0.62
direct_mmr_rerank,8,100,100,26,74,0,0.26,0.74
direct_mmr_rerank,9,100,100,22,78,0,0.22,0.78
direct_mmr_rerank,10,100,100,32,68,0,0.32,0.68
direct_mmr_rerank,11,100,100,35,65,0,0.35,0.65
direct_mmr_rerank,12,100,100,27,73,0,0.27,0.73
direct_mmr_rerank,13,100,100,30,70,0,0.3,0.7
direct_mmr_rerank,14,100,100,36,64,0,0.36,0.64
direct_mmr_rerank,15,100,100,28,72,0,0.28,0.72
direct_mmr_rerank,16,100,100,35,65,0,0.35,0.65
direct_mmr_rerank,17,100,100,24,76,0,0.24,0.76
direct_mmr_rerank,18,100,100,34,66,0,0.34,0.66
direct_mmr_rerank,19,100,100,37,63,0,0.37,0.63
direct_mmr_rerank,20,100,100,37,63,0,0.37,0.63
direct_mmr_rerank,21,100,100,26,74,0,0.26,0.74
direct_mmr_rerank,22,100,100,23,77,0,0.23,0.77
direct_mmr_rerank,23,100,100,15,85,0,0.15,0.85
direct_mmr_rerank,24,100,100,31,69,0,0.31,0.69
direct_mmr_rerank,25,100,100,42,58,0,0.42,0.58
direct_mmr_rerank,26,100,100,25,75,0,0.25,0.75
direct_mmr_rerank,27,100,100,28,72,0,0.28,0.72
direct_mmr_rerank,28,100,100,29,71,0,0.29,0.71
direct_mmr_rerank,29,100,100,42,58,0,0.42,0.58
direct_mmr_rerank,30,100,100,25,75,0,0.25,0.75
direct_mmr_rerank,31,100,100,37,63,0,0.37,0.63
direct_mmr_rerank,32,100,100,19,81,0,0.19,0.81
direct_mmr_rerank,33,100,100,32,68,0,0.32,0.68
direct_mmr_rerank,34,100,100,21,79,0,0.21,0.79
direct_mmr_rerank,35,100,100,32,68,0,0.32,0.68
direct_mmr_rerank,36,100,100,51,49,0,0.51,0.49
direct_mmr_rerank,37,100,100,46,54,0,0.46,0.54
direct_mmr_rerank,38,100,100,57,43,0,0.57,0.43
direct_mmr_rerank,39,100,100,57,43,0,0.57,0.43
direct_mmr_rerank,40,100,100,54,46,0,0.54,0.46
direct_mmr_rerank,41,100,100,37,63,0,0.37,0.63
direct_mmr_rerank,42,100,100,41,59,0,0.41,0.59
direct_mmr_rerank,43,100,100,52,48,0,0.52,0.48
direct_mmr_rerank,44,100,100,37,63,0,0.37,0.63
direct_mmr_rerank,45,100,100,45,55,0,0.45,0.55
direct_mmr_rerank,46,100,100,33,67,0,0.33,0.67
direct_mmr_rerank,47,100,100,34,66,0,0.34,0.66
direct_mmr_rerank,48,100,100,25,75,0,0.25,0.75
direct_mmr_rerank,49,100,100,33,67,0,0.33,0.67
direct_mmr_rerank,50,100,100,44,56,0,0.44,0.56
direct_mmr_rerank,1,1000,1000,341,659,0,0.341,0.659
direct_mmr_rerank,2,1000,1000,239,761,0,0.239,0.761
direct_mmr_rerank,3,1000,1000,420,580,0,0.42,0.58
direct_mmr_rerank,4,1000,1000,327,673,0,0.327,0.673
direct_mmr_rerank,5,1000,1000,425,575,0,0.425,0.575
direct_mmr_rerank,6,1000,1000,435,565,0,0.435,0.565
direct_mmr_rerank,7,1000,1000,545,455,0,0.545,0.455
direct_mmr_rerank,8,1000,1000,323,677,0,0.323,0.677
direct_mmr_rerank,9,1000,1000,296,704,0,0.296,0.704
direct_mmr_rerank,10,1000,1000,468,532,0,0.468,0.532
direct_mmr_rerank,11,1000,1000,366,634,0,0.366,0.634
direct_mmr_rerank,12,1000,1000,350,650,0,0.35,0.65
direct_mmr_rerank,13,1000,1000,410,590,0,0.41,0.59
direct_mmr_rerank,14,1000,1000,226,774,0,0.226,0.774
direct_mmr_rerank,15,1000,1000,209,791,0,0.209,0.791
direct_mmr_rerank,16,1000,1000,367,633,0,0.367,0.633
direct_mmr_rerank,17,1000,1000,443,557,0,0.443,0.557
direct_mmr_rerank,18,1000,1000,495,505,0,0.495,0.505
direct_mmr_rerank,19,1000,1000,327,673,0,0.327,0.673
direct_mmr_rerank,20,1000,1000,512,488,0,0.512,0.488
direct_mmr_rerank,21,1000,1000,433,567,0,0.433,0.567
direct_mmr_rerank,22,1000,1000,363,637,0,0.363,0.637
direct_mmr_rerank,23,1000,1000,364,636,0,0.364,0.636
direct_mmr_rerank,24,1000,1000,397,603,0,0.397,0.603
direct_mmr_rerank,25,1000,1000,403,597,0,0.403,0.597
direct_mmr_rerank,26,1000,1000,396,604,0,0.396,0.604
direct_mmr_rerank,27,1000,1000,429,571,0,0.429,0.571
direct_mmr_rerank,28,1000,1000,481,519,0,0.481,0.519
direct_mmr_rerank,29,1000,1000,498,502,0,0.498,0.502
direct_mmr_rerank,30,1000,1000,352,648,0,0.352,0.648
direct_mmr_rerank,31,1000,1000,411,589,0,0.411,0.589
direct_mmr_rerank,32,1000,1000,186,814,0,0.186,0.814
direct_mmr_rerank,33,1000,1000,449,551,0,0.449,0.551
direct_mmr_rerank,34,1000,1000,274,726,0,0.274,0.726
direct_mmr_rerank,35,1000,1000,358,642,0,0.358,0.642
direct_mmr_rerank,36,1000,1000,565,435,0,0.565,0.435
direct_mmr_rerank,37,1000,1000,606,394,0,0.606,0.394
direct_mmr_rerank,38,1000,1000,624,376,0,0.624,0.376
direct_mmr_rerank,39,1000,1000,630,370,0,0.63,0.37
direct_mmr_rerank,40,1000,1000,577,423,0,0.577,0.423
direct_mmr_rerank,41,1000,1000,431,569,0,0.431,0.569
direct_mmr_rerank,42,1000,1000,356,644,0,0.356,0.644
direct_mmr_rerank,43,1000,1000,298,702,0,0.298,0.702
direct_mmr_rerank,44,1000,1000,534,466,0,0.534,0.466
direct_mmr_rerank,45,1000,1000,547,453,0,0.547,0.453
direct_mmr_rerank,46,1000,1000,239,761,0,0.239,0.761
direct_mmr_rerank,47,1000,1000,419,581,0,0.419,0.581
direct_mmr_rerank,48,1000,1000,307,693,0,0.307,0.693
direct_mmr_rerank,49,1000,1000,400,600,0,0.4,0.6
direct_mmr_rerank,50,1000,1000,367,633,0,0.367,0.633
query_expansion,1,20,20,16,4,0,0.8,0.2
query_expansion,2,20,20,19,1,0,0.95,0.05
query_expansion,3,20,20,18,2,0,0.9,0.1
query_expansion,4,20,20,17,3,0,0.85,0.15
query_expansion,5,20,20,17,3,0,0.85,0.15
query_expansion,6,20,20,20,0,0,1,0
query_expansion,7,20,20,20,0,0,1,0
query_expansion,8,20,20,16,4,0,0.8,0.2
query_expansion,9,20,20,19,1,0,0.95,0.05
query_expansion,10,20,20,20,0,0,1,0
query_expansion,11,20,20,17,3,0,0.85,0.15
query_expansion,12,20,20,19,1,0,0.95,0.05
query_expansion,13,20,20,20,0,0,1,0
query_expansion,14,20,20,20,0,0,1,0
query_expansion,15,20,20,13,7,0,0.65,0.35
query_expansion,16,20,20,19,1,0,0.95,0.05
query_expansion,17,20,20,20,0,0,1,0
query_expansion,18,20,20,20,0,0,1,0
query_expansion,19,20,20,20,0,0,1,0
query_expansion,20,20,20,19,1,0,0.95,0.05
query_expansion,21,20,20,18,2,0,0.9,0.1
query_expansion,22,20,20,17,3,0,0.85,0.15
query_expansion,23,20,20,19,1,0,0.95,0.05
query_expansion,24,20,20,20,0,0,1,0
query_expansion,25,20,20,15,5,0,0.75,0.25
query_expansion,26,20,20,18,2,0,0.9,0.1
query_expansion,27,20,20,20,0,0,1,0
query_expansion,28,20,20,17,3,0,0.85,0.15
query_expansion,29,20,20,20,0,0,1,0
query_expansion,30,20,20,20,0,0,1,0
query_expansion,31,20,20,19,1,0,0.95,0.05
query_expansion,32,20,20,14,6,0,0.7,0.3
query_expansion,33,20,20,20,0,0,1,0
query_expansion,34,20,20,16,4,0,0.8,0.2
query_expansion,35,20,20,20,0,0,1,0
query_expansion,36,20,20,20,0,0,1,0
query_expansion,37,20,20,20,0,0,1,0
query_expansion,38,20,20,19,1,0,0.95,0.05
query_expansion,39,20,20,20,0,0,1,0
query_expansion,40,20,20,20,0,0,1,0
query_expansion,41,20,20,20,0,0,1,0
query_expansion,42,20,20,20,0,0,1,0
query_expansion,43,20,20,20,0,0,1,0
query_expansion,44,20,20,20,0,0,1,0
query_expansion,45,20,20,20,0,0,1,0
query_expansion,46,20,20,20,0,0,1,0
query_expansion,47,20,20,19,1,0,0.95,0.05
query_expansion,48,20,20,20,0,0,1,0
query_expansion,49,20,20,20,0,0,1,0
query_expansion,50,20,20,20,0,0,1,0
query_expansion,1,50,50,38,12,0,0.76,0.24
query_expansion,2,50,50,47,3,0,0.94,0.06
query_expansion,3,50,50,45,5,0,0.9,0.1
query_expansion,4,50,50,42,8,0,0.84,0.16
query_expansion,5,50,50,41,9,0,0.82,0.18
query_expansion,6,50,50,47,3,0,0.94,0.06
query_expansion,7,50,50,47,3,0,0.94,0.06
query_expansion,8,50,50,36,14,0,0.72,0.28
query_expansion,9,50,50,45,5,0,0.9,0.1
query_expansion,10,50,50,48,2,0,0.96,0.04
query_expansion,11,50,50,43,7,0,0.86,0.14
query_expansion,12,50,50,42,8,0,0.84,0.16
query_expansion,13,50,50,46,4,0,0.92,0.08
query_expansion,14,50,50,50,0,0,1,0
query_expansion,15,50,50,24,26,0,0.48,0.52
query_expansion,16,50,50,49,1,0,0.98,0.02
query_expansion,17,50,50,46,4,0,0.92,0.08
query_expansion,18,50,50,49,1,0,0.98,0.02
query_expansion,19,50,50,50,0,0,1,0
query_expansion,20,50,50,48,2,0,0.96,0.04
query_expansion,21,50,50,43,7,0,0.86,0.14
query_expansion,22,50,50,44,6,0,0.88,0.12
query_expansion,23,50,50,48,2,0,0.96,0.04
query_expansion,24,50,50,49,1,0,0.98,0.02
query_expansion,25,50,50,35,15,0,0.7,0.3
query_expansion,26,50,50,38,12,0,0.76,0.24
query_expansion,27,50,50,48,2,0,0.96,0.04
query_expansion,28,50,50,46,4,0,0.92,0.08
query_expansion,29,50,50,48,2,0,0.96,0.04
query_expansion,30,50,50,49,1,0,0.98,0.02
query_expansion,31,50,50,48,2,0,0.96,0.04
query_expansion,32,50,50,28,22,0,0.56,0.44
query_expansion,33,50,50,50,0,0,1,0
query_expansion,34,50,50,38,12,0,0.76,0.24
query_expansion,35,50,50,49,1,0,0.98,0.02
query_expansion,36,50,50,49,1,0,0.98,0.02
query_expansion,37,50,50,49,1,0,0.98,0.02
query_expansion,38,50,50,48,2,0,0.96,0.04
query_expansion,39,50,50,50,0,0,1,0
query_expansion,40,50,50,50,0,0,1,0
query_expansion,41,50,50,49,1,0,0.98,0.02
query_expansion,42,50,50,50,0,0,1,0
query_expansion,43,50,50,49,1,0,0.98,0.02
query_expansion,44,50,50,50,0,0,1,0
query_expansion,45,50,50,48,2,0,0.96,0.04
query_expansion,46,50,50,48,2,0,0.96,0.04
query_expansion,47,50,50,45,5,0,0.9,0.1
query_expansion,48,50,50,44,6,0,0.88,0.12
query_expansion,49,50,50,50,0,0,1,0
query_expansion,50,50,50,47,3,0,0.94,0.06
query_expansion,1,100,100,73,27,0,0.73,0.27
query_expansion,2,100,100,88,12,0,0.88,0.12
query_expansion,3,100,100,81,19,0,0.81,0.19
query_expansion,4,100,100,74,26,0,0.74,0.26
query_expansion,5,100,100,75,25,0,0.75,0.25
query_expansion,6,100,100,77,23,0,0.77,0.23
query_expansion,7,100,100,93,7,0,0.93,0.07
query_expansion,8,100,100,67,33,0,0.67,0.33
query_expansion,9,100,100,80,20,0,0.8,0.2
query_expansion,10,100,100,93,7,0,0.93,0.07
query_expansion,11,100,100,78,22,0,0.78,0.22
query_expansion,12,100,100,77,23,0,0.77,0.23
query_expansion,13,100,100,83,17,0,0.83,0.17
query_expansion,14,100,100,94,6,0,0.94,0.06
query_expansion,15,100,100,48,52,0,0.48,0.52
query_expansion,16,100,100,82,18,0,0.82,0.18
query_expansion,17,100,100,82,18,0,0.82,0.18
query_expansion,18,100,100,90,10,0,0.9,0.1
query_expansion,19,100,100,92,8,0,0.92,0.08
query_expansion,20,100,100,89,11,0,0.89,0.11
query_expansion,21,100,100,86,14,0,0.86,0.14
query_expansion,22,100,100,85,15,0,0.85,0.15
query_expansion,23,100,100,88,12,0,0.88,0.12
query_expansion,24,100,100,92,8,0,0.92,0.08
query_expansion,25,100,100,64,36,0,0.64,0.36
query_expansion,26,100,100,63,37,0,0.63,0.37
query_expansion,27,100,100,87,13,0,0.87,0.13
query_expansion,28,100,100,86,14,0,0.86,0.14
query_expansion,29,100,100,94,6,0,0.94,0.06
query_expansion,30,100,100,85,15,0,0.85,0.15
query_expansion,31,100,100,89,11,0,0.89,0.11
query_expansion,32,100,100,42,58,0,0.42,0.58
query_expansion,33,100,100,97,3,0,0.97,0.03
query_expansion,34,100,100,63,37,0,0.63,0.37
query_expansion,35,100,100,87,13,0,0.87,0.13
query_expansion,36,100,100,97,3,0,0.97,0.03
query_expansion,37,100,100,97,3,0,0.97,0.03
query_expansion,38,100,100,93,7,0,0.93,0.07
query_expansion,39,100,100,99,1,0,0.99,0.01
query_expansion,40,100,100,99,1,0,0.99,0.01
query_expansion,41,100,100,95,5,0,0.95,0.05
query_expansion,42,100,100,100,0,0,1,0
query_expansion,43,100,100,98,2,0,0.98,0.02
query_expansion,44,100,100,99,1,0,0.99,0.01
query_expansion,45,100,100,92,8,0,0.92,0.08
query_expansion,46,100,100,77,23,0,0.77,0.23
query_expansion,47,100,100,83,17,0,0.83,0.17
query_expansion,48,100,100,78,22,0,0.78,0.22
query_expansion,49,100,100,97,3,0,0.97,0.03
query_expansion,50,100,100,87,13,0,0.87,0.13
query_expansion,1,1000,1000,334,666,0,0.334,0.666
query_expansion,2,1000,1000,276,724,0,0.276,0.724
query_expansion,3,1000,1000,379,621,0,0.379,0.621
query_expansion,4,1000,1000,310,690,0,0.31,0.69
query_expansion,5,1000,1000,352,648,0,0.352,0.648
query_expansion,6,1000,1000,392,608,0,0.392,0.608
query_expansion,7,1000,1000,492,508,0,0.492,0.508
query_expansion,8,1000,1000,309,691,0,0.309,0.691
query_expansion,9,1000,1000,293,707,0,0.293,0.707
query_expansion,10,1000,1000,440,560,0,0.44,0.56
query_expansion,11,1000,1000,334,666,0,0.334,0.666
query_expansion,12,1000,1000,313,687,0,0.313,0.687
query_expansion,13,1000,1000,385,615,0,0.385,0.615
query_expansion,14,1000,1000,236,764,0,0.236,0.764
query_expansion,15,1000,1000,200,800,0,0.2,0.8
query_expansion,16,1000,1000,337,663,0,0.337,0.663
query_expansion,17,1000,1000,387,613,0,0.387,0.613
query_expansion,18,1000,1000,424,576,0,0.424,0.576
query_expansion,19,1000,1000,315,685,0,0.315,0.685
query_expansion,20,1000,1000,480,520,0,0.48,0.52
query_expansion,21,1000,1000,386,614,0,0.386,0.614
query_expansion,22,1000,1000,306,694,0,0.306,0.694
query_expansion,23,1000,1000,323,677,0,0.323,0.677
query_expansion,24,1000,1000,353,647,0,0.353,0.647
query_expansion,25,1000,1000,370,630,0,0.37,0.63
query_expansion,26,1000,1000,357,643,0,0.357,0.643
query_expansion,27,1000,1000,397,603,0,0.397,0.603
query_expansion,28,1000,1000,416,584,0,0.416,0.584
query_expansion,29,1000,1000,438,562,0,0.438,0.562
query_expansion,30,1000,1000,331,669,0,0.331,0.669
query_expansion,31,1000,1000,400,600,0,0.4,0.6
query_expansion,32,1000,1000,283,717,0,0.283,0.717
query_expansion,33,1000,1000,387,613,0,0.387,0.613
query_expansion,34,1000,1000,277,723,0,0.277,0.723
query_expansion,35,1000,1000,330,670,0,0.33,0.67
query_expansion,36,1000,1000,531,469,0,0.531,0.469
query_expansion,37,1000,1000,555,445,0,0.555,0.445
query_expansion,38,1000,1000,522,478,0,0.522,0.478
query_expansion,39,1000,1000,574,426,0,0.574,0.426
query_expansion,40,1000,1000,530,470,0,0.53,0.47
query_expansion,41,1000,1000,382,618,0,0.382,0.618
query_expansion,42,1000,1000,339,661,0,0.339,0.661
query_expansion,43,1000,1000,296,704,0,0.296,0.704
query_expansion,44,1000,1000,472,528,0,0.472,0.528
query_expansion,45,1000,1000,472,528,0,0.472,0.528
query_expansion,46,1000,1000,224,776,0,0.224,0.776
query_expansion,47,1000,1000,357,643,0,0.357,0.643
query_expansion,48,1000,1000,293,707,0,0.293,0.707
query_expansion,49,1000,1000,353,647,0,0.353,0.647
query_expansion,50,1000,1000,372,628,0,0.372,0.628
retrieval_random,1,20,20,13,7,0,0.65,0.35
retrieval_random,2,20,20,16,4,0,0.8,0.2
retrieval_random,3,20,20,17,3,0,0.85,0.15
retrieval_random,4,20,20,17,3,0,0.85,0.15
retrieval_random,5,20,20,13,7,0,0.65,0.35
retrieval_random,6,20,20,15,5,0,0.75,0.25
retrieval_random,7,20,20,18,2,0,0.9,0.1
retrieval_random,8,20,20,16,4,0,0.8,0.2
