method,query_id,label_rule,precision_k,recall_k,n_qrel_relevant,n_observed_relevant_at_precision_k,n_observed_relevant_at_recall_k,observed_precision,observed_recall
query_expansion,39,strict_eq2,20,1000,460,18,328,0.9,0.713043478261
query_expansion,40,strict_eq2,20,1000,348,18,294,0.9,0.844827586207
query_expansion,41,strict_eq2,20,1000,230,17,166,0.85,0.721739130435
query_expansion,42,strict_eq2,20,1000,222,17,176,0.85,0.792792792793
query_expansion,43,strict_eq2,20,1000,166,14,130,0.7,0.78313253012
query_expansion,44,strict_eq2,20,1000,318,19,271,0.95,0.852201257862
query_expansion,45,strict_eq2,20,1000,490,10,219,0.5,0.44693877551
query_expansion,46,strict_eq2,20,1000,85,17,58,0.85,0.682352941176
query_expansion,47,strict_eq2,20,1000,317,17,182,0.85,0.574132492114
query_expansion,48,strict_eq2,20,1000,257,19,162,0.95,0.630350194553
query_expansion,49,strict_eq2,20,1000,126,8,80,0.4,0.634920634921
query_expansion,50,strict_eq2,20,1000,47,6,32,0.3,0.68085106383
query_expansion,1,relaxed_ge1,20,1000,637,12,179,0.6,0.281004709576
query_expansion,2,relaxed_ge1,20,1000,314,16,144,0.8,0.458598726115
query_expansion,3,relaxed_ge1,20,1000,628,15,229,0.75,0.364649681529
query_expansion,4,relaxed_ge1,20,1000,529,6,154,0.3,0.291115311909
query_expansion,5,relaxed_ge1,20,1000,614,16,233,0.8,0.379478827362
query_expansion,6,relaxed_ge1,20,1000,959,19,348,0.95,0.362877997914
query_expansion,7,relaxed_ge1,20,1000,481,17,338,0.85,0.702702702703
query_expansion,8,relaxed_ge1,20,1000,632,14,221,0.7,0.349683544304
query_expansion,9,relaxed_ge1,20,1000,191,7,115,0.35,0.602094240838
query_expansion,10,relaxed_ge1,20,1000,475,19,286,0.95,0.602105263158
query_expansion,11,relaxed_ge1,20,1000,415,15,128,0.75,0.30843373494
query_expansion,12,relaxed_ge1,20,1000,616,12,166,0.6,0.269480519481
query_expansion,13,relaxed_ge1,20,1000,867,17,281,0.85,0.324106113033
query_expansion,14,relaxed_ge1,20,1000,255,18,95,0.9,0.372549019608
query_expansion,15,relaxed_ge1,20,1000,423,6,37,0.3,0.0874704491726
query_expansion,16,relaxed_ge1,20,1000,387,18,154,0.9,0.397932816537
query_expansion,17,relaxed_ge1,20,1000,668,18,293,0.9,0.438622754491
query_expansion,18,relaxed_ge1,20,1000,628,18,351,0.9,0.558917197452
query_expansion,19,relaxed_ge1,20,1000,111,13,76,0.65,0.684684684685
query_expansion,20,relaxed_ge1,20,1000,702,19,402,0.95,0.57264957265
query_expansion,21,relaxed_ge1,20,1000,630,14,258,0.7,0.409523809524
query_expansion,22,relaxed_ge1,20,1000,546,17,269,0.85,0.492673992674
query_expansion,23,relaxed_ge1,20,1000,371,19,211,0.95,0.568733153639
query_expansion,24,relaxed_ge1,20,1000,404,20,299,1,0.740099009901
query_expansion,25,relaxed_ge1,20,1000,529,9,186,0.45,0.351606805293
query_expansion,26,relaxed_ge1,20,1000,778,13,285,0.65,0.366323907455
query_expansion,27,relaxed_ge1,20,1000,849,20,362,1,0.426383981154
query_expansion,28,relaxed_ge1,20,1000,551,17,382,0.85,0.693284936479
query_expansion,29,relaxed_ge1,20,1000,604,19,294,0.95,0.486754966887
query_expansion,30,relaxed_ge1,20,1000,370,20,258,1,0.697297297297
query_expansion,31,relaxed_ge1,20,1000,353,6,102,0.3,0.28895184136
query_expansion,32,relaxed_ge1,20,1000,216,8,52,0.4,0.240740740741
query_expansion,33,relaxed_ge1,20,1000,281,16,160,0.8,0.569395017794
query_expansion,34,relaxed_ge1,20,1000,172,10,69,0.5,0.401162790698
query_expansion,35,relaxed_ge1,20,1000,218,15,121,0.75,0.55504587156
query_expansion,36,relaxed_ge1,20,1000,611,19,392,0.95,0.641571194763
query_expansion,37,relaxed_ge1,20,1000,450,15,308,0.75,0.684444444444
query_expansion,38,relaxed_ge1,20,1000,1266,18,447,0.9,0.35308056872
query_expansion,39,relaxed_ge1,20,1000,860,20,545,1,0.633720930233
query_expansion,40,relaxed_ge1,20,1000,556,20,404,1,0.726618705036
query_expansion,41,relaxed_ge1,20,1000,311,18,201,0.9,0.646302250804
query_expansion,42,relaxed_ge1,20,1000,243,19,195,0.95,0.802469135802
query_expansion,43,relaxed_ge1,20,1000,253,16,166,0.8,0.656126482213
query_expansion,44,relaxed_ge1,20,1000,483,20,372,1,0.770186335404
query_expansion,45,relaxed_ge1,20,1000,806,20,429,1,0.532258064516
query_expansion,46,relaxed_ge1,20,1000,182,19,103,0.95,0.565934065934
query_expansion,47,relaxed_ge1,20,1000,420,17,230,0.85,0.547619047619
query_expansion,48,relaxed_ge1,20,1000,444,20,248,1,0.558558558559
query_expansion,49,relaxed_ge1,20,1000,247,15,145,0.75,0.587044534413
query_expansion,50,relaxed_ge1,20,1000,137,14,86,0.7,0.627737226277
retrieval_random,1,strict_eq2,20,1000,305,4,34,0.2,0.111475409836
retrieval_random,2,strict_eq2,20,1000,243,12,30,0.6,0.123456790123
retrieval_random,3,strict_eq2,20,1000,198,6,32,0.3,0.161616161616
retrieval_random,4,strict_eq2,20,1000,218,7,38,0.35,0.174311926606
retrieval_random,5,strict_eq2,20,1000,294,8,42,0.4,0.142857142857
retrieval_random,6,strict_eq2,20,1000,638,13,88,0.65,0.137931034483
retrieval_random,7,strict_eq2,20,1000,433,13,95,0.65,0.219399538106
retrieval_random,8,strict_eq2,20,1000,247,12,44,0.6,0.178137651822
retrieval_random,9,strict_eq2,20,1000,92,2,11,0.1,0.119565217391
retrieval_random,10,strict_eq2,20,1000,278,12,61,0.6,0.219424460432
retrieval_random,11,strict_eq2,20,1000,203,11,23,0.55,0.113300492611
retrieval_random,12,strict_eq2,20,1000,347,5,38,0.25,0.109510086455
retrieval_random,13,strict_eq2,20,1000,235,5,36,0.25,0.153191489362
retrieval_random,14,strict_eq2,20,1000,92,10,14,0.5,0.152173913043
retrieval_random,15,strict_eq2,20,1000,165,4,13,0.2,0.0787878787879
retrieval_random,16,strict_eq2,20,1000,156,8,21,0.4,0.134615384615
retrieval_random,17,strict_eq2,20,1000,311,13,64,0.65,0.20578778135
retrieval_random,18,strict_eq2,20,1000,325,13,68,0.65,0.209230769231
retrieval_random,19,strict_eq2,20,1000,45,2,8,0.1,0.177777777778
retrieval_random,20,strict_eq2,20,1000,419,19,83,0.95,0.198090692124
retrieval_random,21,strict_eq2,20,1000,554,9,82,0.45,0.148014440433
retrieval_random,22,strict_eq2,20,1000,340,13,56,0.65,0.164705882353
retrieval_random,23,strict_eq2,20,1000,190,13,31,0.65,0.163157894737
retrieval_random,24,strict_eq2,20,1000,264,17,57,0.85,0.215909090909
retrieval_random,25,strict_eq2,20,1000,375,5,56,0.25,0.149333333333
retrieval_random,26,strict_eq2,20,1000,635,8,109,0.4,0.171653543307
retrieval_random,27,strict_eq2,20,1000,289,15,58,0.75,0.200692041522
retrieval_random,28,strict_eq2,20,1000,481,17,90,0.85,0.18711018711
retrieval_random,29,strict_eq2,20,1000,342,10,62,0.5,0.181286549708
retrieval_random,30,strict_eq2,20,1000,171,16,33,0.8,0.19298245614
retrieval_random,31,strict_eq2,20,1000,148,3,15,0.15,0.101351351351
retrieval_random,32,strict_eq2,20,1000,144,0,16,0,0.111111111111
retrieval_random,33,strict_eq2,20,1000,168,5,36,0.25,0.214285714286
retrieval_random,34,strict_eq2,20,1000,104,2,15,0.1,0.144230769231
retrieval_random,35,strict_eq2,20,1000,188,6,25,0.3,0.132978723404
retrieval_random,36,strict_eq2,20,1000,508,17,109,0.85,0.214566929134
retrieval_random,37,strict_eq2,20,1000,317,7,74,0.35,0.233438485804
retrieval_random,38,strict_eq2,20,1000,689,11,139,0.55,0.201741654572
retrieval_random,39,strict_eq2,20,1000,460,14,83,0.7,0.180434782609
retrieval_random,40,strict_eq2,20,1000,348,18,80,0.9,0.229885057471
retrieval_random,41,strict_eq2,20,1000,230,14,51,0.7,0.221739130435
retrieval_random,42,strict_eq2,20,1000,222,18,39,0.9,0.175675675676
retrieval_random,43,strict_eq2,20,1000,166,18,35,0.9,0.210843373494
retrieval_random,44,strict_eq2,20,1000,318,12,65,0.6,0.204402515723
retrieval_random,45,strict_eq2,20,1000,490,10,97,0.5,0.197959183673
retrieval_random,46,strict_eq2,20,1000,85,8,16,0.4,0.188235294118
retrieval_random,47,strict_eq2,20,1000,317,11,62,0.55,0.195583596215
retrieval_random,48,strict_eq2,20,1000,257,16,48,0.8,0.186770428016
retrieval_random,49,strict_eq2,20,1000,126,7,24,0.35,0.190476190476
retrieval_random,50,strict_eq2,20,1000,47,4,11,0.2,0.234042553191
retrieval_random,1,relaxed_ge1,20,1000,637,12,64,0.6,0.100470957614
retrieval_random,2,relaxed_ge1,20,1000,314,12,39,0.6,0.124203821656
retrieval_random,3,relaxed_ge1,20,1000,628,13,94,0.65,0.149681528662
retrieval_random,4,relaxed_ge1,20,1000,529,8,86,0.4,0.162570888469
retrieval_random,5,relaxed_ge1,20,1000,614,12,88,0.6,0.14332247557
retrieval_random,6,relaxed_ge1,20,1000,959,14,113,0.7,0.117831074035
retrieval_random,7,relaxed_ge1,20,1000,481,13,102,0.65,0.212058212058
retrieval_random,8,relaxed_ge1,20,1000,632,13,89,0.65,0.14082278481
retrieval_random,9,relaxed_ge1,20,1000,191,5,22,0.25,0.115183246073
retrieval_random,10,relaxed_ge1,20,1000,475,17,103,0.85,0.216842105263
retrieval_random,11,relaxed_ge1,20,1000,415,14,42,0.7,0.101204819277
retrieval_random,12,relaxed_ge1,20,1000,616,11,74,0.55,0.12012987013
retrieval_random,13,relaxed_ge1,20,1000,867,11,111,0.55,0.128027681661
retrieval_random,14,relaxed_ge1,20,1000,255,17,26,0.85,0.101960784314
retrieval_random,15,relaxed_ge1,20,1000,423,6,33,0.3,0.0780141843972
retrieval_random,16,relaxed_ge1,20,1000,387,13,46,0.65,0.118863049096
retrieval_random,17,relaxed_ge1,20,1000,668,17,114,0.85,0.170658682635
retrieval_random,18,relaxed_ge1,20,1000,628,17,112,0.85,0.178343949045
retrieval_random,19,relaxed_ge1,20,1000,111,6,20,0.3,0.18018018018
retrieval_random,20,relaxed_ge1,20,1000,702,19,116,0.95,0.165242165242
retrieval_random,21,relaxed_ge1,20,1000,630,10,92,0.5,0.146031746032
retrieval_random,22,relaxed_ge1,20,1000,546,13,80,0.65,0.14652014652
retrieval_random,23,relaxed_ge1,20,1000,371,14,62,0.7,0.167115902965
retrieval_random,24,relaxed_ge1,20,1000,404,18,79,0.9,0.195544554455
retrieval_random,25,relaxed_ge1,20,1000,529,5,79,0.25,0.149338374291
retrieval_random,26,relaxed_ge1,20,1000,778,8,126,0.4,0.161953727506
retrieval_random,27,relaxed_ge1,20,1000,849,16,117,0.8,0.137809187279
retrieval_random,28,relaxed_ge1,20,1000,551,17,98,0.85,0.177858439201
retrieval_random,29,relaxed_ge1,20,1000,604,12,104,0.6,0.172185430464
retrieval_random,30,relaxed_ge1,20,1000,370,17,53,0.85,0.143243243243
retrieval_random,31,relaxed_ge1,20,1000,353,5,38,0.25,0.107648725212
retrieval_random,32,relaxed_ge1,20,1000,216,1,27,0.05,0.125
retrieval_random,33,relaxed_ge1,20,1000,281,10,58,0.5,0.20640569395
retrieval_random,34,relaxed_ge1,20,1000,172,3,21,0.15,0.122093023256
retrieval_random,35,relaxed_ge1,20,1000,218,8,32,0.4,0.146788990826
retrieval_random,36,relaxed_ge1,20,1000,611,17,131,0.85,0.214402618658
retrieval_random,37,relaxed_ge1,20,1000,450,14,104,0.7,0.231111111111
retrieval_random,38,relaxed_ge1,20,1000,1266,16,204,0.8,0.161137440758
retrieval_random,39,relaxed_ge1,20,1000,860,19,131,0.95,0.152325581395
retrieval_random,40,relaxed_ge1,20,1000,556,20,116,1,0.208633093525
retrieval_random,41,relaxed_ge1,20,1000,311,15,65,0.75,0.209003215434
retrieval_random,42,relaxed_ge1,20,1000,243,18,42,0.9,0.172839506173
retrieval_random,43,relaxed_ge1,20,1000,253,18,44,0.9,0.173913043478
retrieval_random,44,relaxed_ge1,20,1000,483,15,92,0.75,0.190476190476
retrieval_random,45,relaxed_ge1,20,1000,806,18,154,0.9,0.191066997519
retrieval_random,46,relaxed_ge1,20,1000,182,11,30,0.55,0.164835164835
retrieval_random,47,relaxed_ge1,20,1000,420,13,73,0.65,0.17380952381
retrieval_random,48,relaxed_ge1,20,1000,444,19,76,0.95,0.171171171171
retrieval_random,49,relaxed_ge1,20,1000,247,11,35,0.55,0.141700404858
retrieval_random,50,relaxed_ge1,20,1000,137,7,27,0.35,0.197080291971
splade,1,strict_eq2,20,1000,305,3,60,0.15,0.196721311475
splade,2,strict_eq2,20,1000,243,7,124,0.35,0.510288065844
splade,3,strict_eq2,20,1000,198,14,126,0.7,0.636363636364
splade,4,strict_eq2,20,1000,218,6,76,0.3,0.348623853211
splade,5,strict_eq2,20,1000,294,7,144,0.35,0.489795918367
splade,6,strict_eq2,20,1000,638,18,334,0.9,0.523510971787
splade,7,strict_eq2,20,1000,433,17,296,0.85,0.683602771363
splade,8,strict_eq2,20,1000,247,7,92,0.35,0.372469635628
splade,9,strict_eq2,20,1000,92,8,57,0.4,0.619565217391
splade,10,strict_eq2,20,1000,278,18,170,0.9,0.611510791367
splade,11,strict_eq2,20,1000,203,8,51,0.4,0.251231527094
splade,12,strict_eq2,20,1000,347,4,85,0.2,0.244956772334
splade,13,strict_eq2,20,1000,235,13,131,0.65,0.557446808511
splade,14,strict_eq2,20,1000,92,10,34,0.5,0.369565217391
splade,15,strict_eq2,20,1000,165,4,16,0.2,0.0969696969697
splade,16,strict_eq2,20,1000,156,10,57,0.5,0.365384615385
splade,17,strict_eq2,20,1000,311,15,155,0.75,0.498392282958
splade,18,strict_eq2,20,1000,325,14,174,0.7,0.535384615385
splade,19,strict_eq2,20,1000,45,4,12,0.2,0.266666666667
splade,20,strict_eq2,20,1000,419,20,268,1,0.639618138425
splade,21,strict_eq2,20,1000,554,13,283,0.65,0.51083032491
splade,22,strict_eq2,20,1000,340,17,230,0.85,0.676470588235
splade,23,strict_eq2,20,1000,190,12,88,0.6,0.463157894737
splade,24,strict_eq2,20,1000,264,17,190,0.85,0.719696969697
splade,25,strict_eq2,20,1000,375,15,161,0.75,0.429333333333
splade,26,strict_eq2,20,1000,635,9,218,0.45,0.343307086614
splade,27,strict_eq2,20,1000,289,16,167,0.8,0.57785467128
splade,28,strict_eq2,20,1000,481,19,354,0.95,0.735966735967
splade,29,strict_eq2,20,1000,342,9,172,0.45,0.502923976608
splade,30,strict_eq2,20,1000,171,18,133,0.9,0.777777777778
splade,31,strict_eq2,20,1000,148,6,69,0.3,0.466216216216
splade,32,strict_eq2,20,1000,144,8,52,0.4,0.361111111111
splade,33,strict_eq2,20,1000,168,15,84,0.75,0.5
splade,34,strict_eq2,20,1000,104,8,43,0.4,0.413461538462
splade,35,strict_eq2,20,1000,188,14,114,0.7,0.606382978723
splade,36,strict_eq2,20,1000,508,16,361,0.8,0.71062992126
splade,37,strict_eq2,20,1000,317,15,229,0.75,0.722397476341
splade,38,strict_eq2,20,1000,689,14,330,0.7,0.478955007257
splade,39,strict_eq2,20,1000,460,16,299,0.8,0.65
splade,40,strict_eq2,20,1000,348,19,293,0.95,0.841954022989
splade,41,strict_eq2,20,1000,230,11,110,0.55,0.478260869565
splade,42,strict_eq2,20,1000,222,19,157,0.95,0.707207207207
splade,43,strict_eq2,20,1000,166,8,45,0.4,0.271084337349
splade,44,strict_eq2,20,1000,318,15,170,0.75,0.534591194969
splade,45,strict_eq2,20,1000,490,14,283,0.7,0.577551020408
splade,46,strict_eq2,20,1000,85,14,48,0.7,0.564705882353
splade,47,strict_eq2,20,1000,317,9,180,0.45,0.567823343849
splade,48,strict_eq2,20,1000,257,14,101,0.7,0.392996108949
splade,49,strict_eq2,20,1000,126,9,80,0.45,0.634920634921
splade,50,strict_eq2,20,1000,47,4,28,0.2,0.595744680851
splade,1,relaxed_ge1,20,1000,637,13,136,0.65,0.213500784929
splade,2,relaxed_ge1,20,1000,314,8,131,0.4,0.417197452229
splade,3,relaxed_ge1,20,1000,628,16,267,0.8,0.425159235669
splade,4,relaxed_ge1,20,1000,529,6,147,0.3,0.277882797732
splade,5,relaxed_ge1,20,1000,614,14,269,0.7,0.438110749186
splade,6,relaxed_ge1,20,1000,959,18,367,0.9,0.382690302398
splade,7,relaxed_ge1,20,1000,481,17,312,0.85,0.648648648649
splade,8,relaxed_ge1,20,1000,632,10,154,0.5,0.243670886076
splade,9,relaxed_ge1,20,1000,191,11,92,0.55,0.48167539267
splade,10,relaxed_ge1,20,1000,475,19,270,0.95,0.568421052632
splade,11,relaxed_ge1,20,1000,415,10,101,0.5,0.243373493976
splade,12,relaxed_ge1,20,1000,616,8,178,0.4,0.288961038961
splade,13,relaxed_ge1,20,1000,867,17,317,0.85,0.365628604383
splade,14,relaxed_ge1,20,1000,255,11,53,0.55,0.207843137255
splade,15,relaxed_ge1,20,1000,423,6,34,0.3,0.080378250591
splade,16,relaxed_ge1,20,1000,387,17,86,0.85,0.222222222222
splade,17,relaxed_ge1,20,1000,668,18,326,0.9,0.488023952096
splade,18,relaxed_ge1,20,1000,628,19,285,0.95,0.453821656051
splade,19,relaxed_ge1,20,1000,111,9,27,0.45,0.243243243243
splade,20,relaxed_ge1,20,1000,702,20,318,1,0.452991452991
splade,21,relaxed_ge1,20,1000,630,14,311,0.7,0.493650793651
splade,22,relaxed_ge1,20,1000,546,19,297,0.95,0.543956043956
splade,23,relaxed_ge1,20,1000,371,14,147,0.7,0.396226415094
splade,24,relaxed_ge1,20,1000,404,18,250,0.9,0.618811881188
splade,25,relaxed_ge1,20,1000,529,17,208,0.85,0.393194706994
splade,26,relaxed_ge1,20,1000,778,9,251,0.45,0.322622107969
splade,27,relaxed_ge1,20,1000,849,20,309,1,0.363957597173
splade,28,relaxed_ge1,20,1000,551,19,384,0.95,0.696914700544
splade,29,relaxed_ge1,20,1000,604,13,270,0.65,0.44701986755
splade,30,relaxed_ge1,20,1000,370,20,230,1,0.621621621622
splade,31,relaxed_ge1,20,1000,353,12,143,0.6,0.405099150142
splade,32,relaxed_ge1,20,1000,216,9,76,0.45,0.351851851852
splade,33,relaxed_ge1,20,1000,281,17,124,0.85,0.44128113879
splade,34,relaxed_ge1,20,1000,172,12,68,0.6,0.395348837209
splade,35,relaxed_ge1,20,1000,218,14,126,0.7,0.577981651376
splade,36,relaxed_ge1,20,1000,611,17,401,0.85,0.656301145663
splade,37,relaxed_ge1,20,1000,450,18,314,0.9,0.697777777778
splade,38,relaxed_ge1,20,1000,1266,18,496,0.9,0.391785150079
splade,39,relaxed_ge1,20,1000,860,20,481,1,0.559302325581
splade,40,relaxed_ge1,20,1000,556,20,390,1,0.701438848921
splade,41,relaxed_ge1,20,1000,311,13,129,0.65,0.414790996785
splade,42,relaxed_ge1,20,1000,243,20,176,1,0.724279835391
splade,43,relaxed_ge1,20,1000,253,11,74,0.55,0.292490118577
splade,44,relaxed_ge1,20,1000,483,19,233,0.95,0.482401656315
splade,45,relaxed_ge1,20,1000,806,20,451,1,0.559553349876
splade,46,relaxed_ge1,20,1000,182,16,90,0.8,0.494505494505
splade,47,relaxed_ge1,20,1000,420,14,228,0.7,0.542857142857
splade,48,relaxed_ge1,20,1000,444,19,158,0.95,0.355855855856
splade,49,relaxed_ge1,20,1000,247,14,148,0.7,0.599190283401
splade,50,relaxed_ge1,20,1000,137,7,64,0.35,0.467153284672
bge,1,strict_eq2,20,1000,305,5,54,0.25,0.177049180328
bge,2,strict_eq2,20,1000,243,16,180,0.8,0.740740740741
bge,3,strict_eq2,20,1000,198,13,127,0.65,0.641414141414
bge,4,strict_eq2,20,1000,218,9,91,0.45,0.417431192661
bge,5,strict_eq2,20,1000,294,7,145,0.35,0.493197278912
bge,6,strict_eq2,20,1000,638,18,305,0.9,0.478056426332
bge,7,strict_eq2,20,1000,433,11,304,0.55,0.70207852194
bge,8,strict_eq2,20,1000,247,14,125,0.7,0.506072874494
bge,9,strict_eq2,20,1000,92,7,42,0.35,0.45652173913
bge,10,strict_eq2,20,1000,278,17,186,0.85,0.669064748201
bge,11,strict_eq2,20,1000,203,6,53,0.3,0.261083743842
bge,12,strict_eq2,20,1000,347,2,64,0.1,0.184438040346
bge,13,strict_eq2,20,1000,235,12,114,0.6,0.485106382979
bge,14,strict_eq2,20,1000,92,15,41,0.75,0.445652173913
bge,15,strict_eq2,20,1000,165,10,49,0.5,0.29696969697
bge,16,strict_eq2,20,1000,156,13,88,0.65,0.564102564103
bge,17,strict_eq2,20,1000,311,15,147,0.75,0.472668810289
bge,18,strict_eq2,20,1000,325,15,181,0.75,0.556923076923
bge,19,strict_eq2,20,1000,45,7,21,0.35,0.466666666667
bge,20,strict_eq2,20,1000,419,20,304,1,0.72553699284
bge,21,strict_eq2,20,1000,554,8,216,0.4,0.389891696751
bge,22,strict_eq2,20,1000,340,18,237,0.9,0.697058823529
bge,23,strict_eq2,20,1000,190,12,114,0.6,0.6
bge,24,strict_eq2,20,1000,264,18,239,0.9,0.905303030303
bge,25,strict_eq2,20,1000,375,18,240,0.9,0.64
bge,26,strict_eq2,20,1000,635,12,230,0.6,0.362204724409
bge,27,strict_eq2,20,1000,289,17,211,0.85,0.730103806228
bge,28,strict_eq2,20,1000,481,16,375,0.8,0.779625779626
bge,29,strict_eq2,20,1000,342,13,172,0.65,0.502923976608
bge,30,strict_eq2,20,1000,171,20,122,1,0.713450292398
bge,31,strict_eq2,20,1000,148,8,62,0.4,0.418918918919
bge,32,strict_eq2,20,1000,144,10,82,0.5,0.569444444444
bge,33,strict_eq2,20,1000,168,8,65,0.4,0.386904761905
bge,34,strict_eq2,20,1000,104,9,47,0.45,0.451923076923
bge,35,strict_eq2,20,1000,188,15,118,0.75,0.627659574468
bge,36,strict_eq2,20,1000,508,19,362,0.95,0.712598425197
bge,37,strict_eq2,20,1000,317,7,194,0.35,0.611987381703
bge,38,strict_eq2,20,1000,689,15,321,0.75,0.465892597968
bge,39,strict_eq2,20,1000,460,18,293,0.9,0.636956521739
bge,40,strict_eq2,20,1000,348,19,289,0.95,0.830459770115
bge,41,strict_eq2,20,1000,230,16,184,0.8,0.8
bge,42,strict_eq2,20,1000,222,19,173,0.95,0.779279279279
bge,43,strict_eq2,20,1000,166,15,104,0.75,0.626506024096
bge,44,strict_eq2,20,1000,318,19,217,0.95,0.682389937107
bge,45,strict_eq2,20,1000,490,13,261,0.65,0.532653061224
bge,46,strict_eq2,20,1000,85,18,58,0.9,0.682352941176
bge,47,strict_eq2,20,1000,317,18,167,0.9,0.526813880126
bge,48,strict_eq2,20,1000,257,19,112,0.95,0.43579766537
bge,49,strict_eq2,20,1000,126,11,103,0.55,0.81746031746
bge,50,strict_eq2,20,1000,47,8,32,0.4,0.68085106383
bge,1,relaxed_ge1,20,1000,637,10,111,0.5,0.174254317111
bge,2,relaxed_ge1,20,1000,314,17,192,0.85,0.611464968153
bge,3,relaxed_ge1,20,1000,628,18,230,0.9,0.366242038217
bge,4,relaxed_ge1,20,1000,529,14,196,0.7,0.370510396975
bge,5,relaxed_ge1,20,1000,614,9,291,0.45,0.473941368078
bge,6,relaxed_ge1,20,1000,959,18,338,0.9,0.352450469239
bge,7,relaxed_ge1,20,1000,481,12,320,0.6,0.665280665281
bge,8,relaxed_ge1,20,1000,632,16,184,0.8,0.291139240506
bge,9,relaxed_ge1,20,1000,191,8,62,0.4,0.324607329843
bge,10,relaxed_ge1,20,1000,475,18,291,0.9,0.612631578947
bge,11,relaxed_ge1,20,1000,415,8,107,0.4,0.257831325301
bge,12,relaxed_ge1,20,1000,616,6,114,0.3,0.185064935065
bge,13,relaxed_ge1,20,1000,867,18,276,0.9,0.318339100346
bge,14,relaxed_ge1,20,1000,255,17,62,0.85,0.243137254902
bge,15,relaxed_ge1,20,1000,423,16,98,0.8,0.231678486998
bge,16,relaxed_ge1,20,1000,387,18,147,0.9,0.37984496124
bge,17,relaxed_ge1,20,1000,668,20,313,1,0.468562874251
bge,18,relaxed_ge1,20,1000,628,18,293,0.9,0.466560509554
bge,19,relaxed_ge1,20,1000,111,12,47,0.6,0.423423423423
bge,20,relaxed_ge1,20,1000,702,20,338,1,0.481481481481
bge,21,relaxed_ge1,20,1000,630,8,234,0.4,0.371428571429
bge,22,relaxed_ge1,20,1000,546,18,295,0.9,0.540293040293
bge,23,relaxed_ge1,20,1000,371,17,190,0.85,0.512129380054
bge,24,relaxed_ge1,20,1000,404,20,308,1,0.762376237624
bge,25,relaxed_ge1,20,1000,529,19,307,0.95,0.58034026465
bge,26,relaxed_ge1,20,1000,778,12,252,0.6,0.323907455013
bge,27,relaxed_ge1,20,1000,849,20,313,1,0.368669022379
bge,28,relaxed_ge1,20,1000,551,16,394,0.8,0.715063520871
bge,29,relaxed_ge1,20,1000,604,16,263,0.8,0.435430463576
bge,30,relaxed_ge1,20,1000,370,20,201,1,0.543243243243
bge,31,relaxed_ge1,20,1000,353,10,110,0.5,0.311614730878
bge,32,relaxed_ge1,20,1000,216,11,117,0.55,0.541666666667
bge,33,relaxed_ge1,20,1000,281,11,107,0.55,0.380782918149
bge,34,relaxed_ge1,20,1000,172,12,75,0.6,0.436046511628
bge,35,relaxed_ge1,20,1000,218,19,133,0.95,0.610091743119
bge,36,relaxed_ge1,20,1000,611,19,406,0.95,0.664484451718
bge,37,relaxed_ge1,20,1000,450,12,275,0.6,0.611111111111
bge,38,relaxed_ge1,20,1000,1266,17,448,0.85,0.353870458136
bge,39,relaxed_ge1,20,1000,860,20,449,1,0.522093023256
bge,40,relaxed_ge1,20,1000,556,20,367,1,0.660071942446
bge,41,relaxed_ge1,20,1000,311,18,233,0.9,0.749196141479
bge,42,relaxed_ge1,20,1000,243,20,188,1,0.77366255144
bge,43,relaxed_ge1,20,1000,253,18,144,0.9,0.569169960474
bge,44,relaxed_ge1,20,1000,483,20,271,1,0.561076604555
bge,45,relaxed_ge1,20,1000,806,18,451,0.9,0.559553349876
bge,46,relaxed_ge1,20,1000,182,19,108,0.95,0.593406593407
bge,47,relaxed_ge1,20,1000,420,18,210,0.9,0.5
bge,48,relaxed_ge1,20,1000,444,20,156,1,0.351351351351
bge,49,relaxed_ge1,20,1000,247,13,179,0.65,0.724696356275
bge,50,relaxed_ge1,20,1000,137,10,73,0.5,0.532846715328
bm25_ce,1,strict_eq2,20,1000,305,4,77,0.2,0.252459016393
bm25_ce,2,strict_eq2,20,1000,243,13,73,0.65,0.300411522634
bm25_ce,3,strict_eq2,20,1000,198,14,92,0.7,0.464646464646
bm25_ce,4,strict_eq2,20,1000,218,9,64,0.45,0.293577981651
bm25_ce,5,strict_eq2,20,1000,294,5,138,0.25,0.469387755102
bm25_ce,6,strict_eq2,20,1000,638,18,249,0.9,0.390282131661
bm25_ce,7,strict_eq2,20,1000,433,15,296,0.75,0.683602771363
bm25_ce,8,strict_eq2,20,1000,247,10,81,0.5,0.327935222672
bm25_ce,9,strict_eq2,20,1000,92,4,59,0.2,0.641304347826
bm25_ce,10,strict_eq2,20,1000,278,12,162,0.6,0.58273381295
bm25_ce,11,strict_eq2,20,1000,203,7,78,0.35,0.384236453202
bm25_ce,12,strict_eq2,20,1000,347,4,68,0.2,0.195965417867
bm25_ce,13,strict_eq2,20,1000,235,10,98,0.5,0.417021276596
bm25_ce,14,strict_eq2,20,1000,92,5,47,0.25,0.510869565217
bm25_ce,15,strict_eq2,20,1000,165,3,7,0.15,0.0424242424242
bm25_ce,16,strict_eq2,20,1000,156,11,53,0.55,0.339743589744
bm25_ce,17,strict_eq2,20,1000,311,14,144,0.7,0.463022508039
bm25_ce,18,strict_eq2,20,1000,325,16,190,0.8,0.584615384615
