method_a,method_b,query_id,k,label_rule,observed_delta,lower_bound,upper_bound,unjudged_a,unjudged_b,unjudged_shared,unjudged_a_only,unjudged_b_only
uniform_random,bm25,37,20,strict_eq2,-0.45,-0.45,0.55,20,0,0,20,0
uniform_random,bm25,38,20,strict_eq2,-0.55,-0.55,0.45,20,0,0,20,0
uniform_random,bm25,39,20,strict_eq2,-0.85,-0.85,0.15,20,0,0,20,0
uniform_random,bm25,40,20,strict_eq2,-1,-1,0,20,0,0,20,0
uniform_random,bm25,41,20,strict_eq2,-0.75,-0.75,0.25,20,0,0,20,0
uniform_random,bm25,42,20,strict_eq2,-0.6,-0.6,0.4,20,0,0,20,0
uniform_random,bm25,43,20,strict_eq2,-0.65,-0.65,0.35,20,0,0,20,0
uniform_random,bm25,44,20,strict_eq2,-0.7,-0.75,0.3,20,1,0,20,1
uniform_random,bm25,45,20,strict_eq2,-0.55,-0.6,0.45,20,1,0,20,1
uniform_random,bm25,46,20,strict_eq2,-0.45,-0.45,0.55,20,0,0,20,0
uniform_random,bm25,47,20,strict_eq2,-0.2,-0.5,0.8,20,6,0,20,6
uniform_random,bm25,48,20,strict_eq2,-0.75,-0.9,0.25,20,3,0,20,3
uniform_random,bm25,49,20,strict_eq2,-0.15,-0.2,0.8,19,1,0,19,1
uniform_random,bm25,50,20,strict_eq2,-0.35,-0.35,0.65,20,0,0,20,0
uniform_random,bm25,1,20,relaxed_ge1,-0.55,-0.7,0.45,20,3,0,20,3
uniform_random,bm25,2,20,relaxed_ge1,-0.35,-0.4,0.65,20,1,0,20,1
uniform_random,bm25,3,20,relaxed_ge1,-0.35,-0.45,0.65,20,2,0,20,2
uniform_random,bm25,4,20,relaxed_ge1,-0.15,-0.15,0.85,20,0,0,20,0
uniform_random,bm25,5,20,relaxed_ge1,-0.8,-0.9,0.2,20,2,0,20,2
uniform_random,bm25,6,20,relaxed_ge1,-0.85,-0.9,0.15,20,1,0,20,1
uniform_random,bm25,7,20,relaxed_ge1,-0.7,-0.7,0.3,20,0,0,20,0
uniform_random,bm25,8,20,relaxed_ge1,-0.6,-0.85,0.4,20,5,0,20,5
uniform_random,bm25,9,20,relaxed_ge1,-0.2,-0.2,0.8,20,0,0,20,0
uniform_random,bm25,10,20,relaxed_ge1,-0.9,-0.9,0.1,20,0,0,20,0
uniform_random,bm25,11,20,relaxed_ge1,-0.5,-0.6,0.5,20,2,0,20,2
uniform_random,bm25,12,20,relaxed_ge1,-0.5,-0.7,0.45,19,4,0,19,4
uniform_random,bm25,13,20,relaxed_ge1,-0.8,-0.85,0.2,20,1,0,20,1
uniform_random,bm25,14,20,relaxed_ge1,-0.8,-0.8,0.2,20,0,0,20,0
uniform_random,bm25,15,20,relaxed_ge1,-0.2,-0.5,0.8,20,6,0,20,6
uniform_random,bm25,16,20,relaxed_ge1,-0.3,-0.45,0.7,20,3,0,20,3
uniform_random,bm25,17,20,relaxed_ge1,-0.6,-0.7,0.4,20,2,0,20,2
uniform_random,bm25,18,20,relaxed_ge1,-0.75,-0.75,0.25,20,0,0,20,0
uniform_random,bm25,19,20,relaxed_ge1,-0.7,-0.7,0.25,19,0,0,19,0
uniform_random,bm25,20,20,relaxed_ge1,-0.85,-0.95,0.15,20,2,0,20,2
uniform_random,bm25,21,20,relaxed_ge1,-0.45,-0.55,0.55,20,2,0,20,2
uniform_random,bm25,22,20,relaxed_ge1,-0.8,-1,0.2,20,4,0,20,4
uniform_random,bm25,23,20,relaxed_ge1,-0.8,-0.85,0.2,20,1,0,20,1
uniform_random,bm25,24,20,relaxed_ge1,-0.75,-0.85,0.25,20,2,0,20,2
uniform_random,bm25,25,20,relaxed_ge1,-0.15,-0.4,0.85,20,5,0,20,5
uniform_random,bm25,26,20,relaxed_ge1,-0.6,-0.75,0.4,20,3,0,20,3
uniform_random,bm25,27,20,relaxed_ge1,-0.8,-0.9,0.15,19,2,0,19,2
uniform_random,bm25,28,20,relaxed_ge1,-0.9,-0.9,0.1,20,0,0,20,0
uniform_random,bm25,29,20,relaxed_ge1,-0.85,-0.85,0.15,20,0,0,20,0
uniform_random,bm25,30,20,relaxed_ge1,-1,-1,0,20,0,0,20,0
uniform_random,bm25,31,20,relaxed_ge1,-0.2,-0.25,0.8,20,1,0,20,1
uniform_random,bm25,32,20,relaxed_ge1,-0.45,-0.45,0.55,20,0,0,20,0
uniform_random,bm25,33,20,relaxed_ge1,-0.7,-0.7,0.3,20,0,0,20,0
uniform_random,bm25,34,20,relaxed_ge1,-0.35,-0.65,0.65,20,6,0,20,6
uniform_random,bm25,35,20,relaxed_ge1,-0.45,-0.45,0.55,20,0,0,20,0
uniform_random,bm25,36,20,relaxed_ge1,-0.95,-0.95,0.05,20,0,0,20,0
uniform_random,bm25,37,20,relaxed_ge1,-0.8,-0.8,0.2,20,0,0,20,0
uniform_random,bm25,38,20,relaxed_ge1,-0.6,-0.6,0.4,20,0,0,20,0
uniform_random,bm25,39,20,relaxed_ge1,-1,-1,0,20,0,0,20,0
uniform_random,bm25,40,20,relaxed_ge1,-1,-1,0,20,0,0,20,0
uniform_random,bm25,41,20,relaxed_ge1,-0.75,-0.75,0.25,20,0,0,20,0
uniform_random,bm25,42,20,relaxed_ge1,-0.75,-0.75,0.25,20,0,0,20,0
uniform_random,bm25,43,20,relaxed_ge1,-0.8,-0.8,0.2,20,0,0,20,0
uniform_random,bm25,44,20,relaxed_ge1,-0.9,-0.95,0.1,20,1,0,20,1
uniform_random,bm25,45,20,relaxed_ge1,-0.9,-0.95,0.1,20,1,0,20,1
uniform_random,bm25,46,20,relaxed_ge1,-0.7,-0.7,0.3,20,0,0,20,0
uniform_random,bm25,47,20,relaxed_ge1,-0.3,-0.6,0.7,20,6,0,20,6
uniform_random,bm25,48,20,relaxed_ge1,-0.8,-0.95,0.2,20,3,0,20,3
uniform_random,bm25,49,20,relaxed_ge1,-0.35,-0.4,0.6,19,1,0,19,1
uniform_random,bm25,50,20,relaxed_ge1,-0.75,-0.75,0.25,20,0,0,20,0
uniform_random,bm25,1,100,strict_eq2,-0.14,-0.6,0.85,99,46,0,99,46
uniform_random,bm25,2,100,strict_eq2,-0.37,-0.59,0.63,100,22,0,100,22
uniform_random,bm25,3,100,strict_eq2,-0.28,-0.5,0.72,100,22,0,100,22
uniform_random,bm25,4,100,strict_eq2,-0.18,-0.49,0.82,100,31,0,100,31
uniform_random,bm25,5,100,strict_eq2,-0.27,-0.56,0.73,100,29,0,100,29
uniform_random,bm25,6,100,strict_eq2,-0.52,-0.85,0.48,100,33,0,100,33
uniform_random,bm25,7,100,strict_eq2,-0.52,-0.64,0.48,100,12,0,100,12
uniform_random,bm25,8,100,strict_eq2,-0.29,-0.68,0.71,100,39,0,100,39
uniform_random,bm25,9,100,strict_eq2,-0.17,-0.29,0.83,100,12,0,100,12
uniform_random,bm25,10,100,strict_eq2,-0.4,-0.51,0.58,98,11,0,98,11
uniform_random,bm25,11,100,strict_eq2,-0.2,-0.35,0.78,98,15,0,98,15
uniform_random,bm25,12,100,strict_eq2,-0.13,-0.35,0.86,99,22,0,99,22
uniform_random,bm25,13,100,strict_eq2,-0.28,-0.51,0.7,98,23,0,98,23
uniform_random,bm25,14,100,strict_eq2,-0.35,-0.39,0.64,99,4,0,99,4
uniform_random,bm25,15,100,strict_eq2,-0.04,-0.55,0.94,98,51,0,98,51
uniform_random,bm25,16,100,strict_eq2,-0.1,-0.48,0.9,100,38,0,100,38
uniform_random,bm25,17,100,strict_eq2,-0.27,-0.49,0.73,100,22,0,100,22
uniform_random,bm25,18,100,strict_eq2,-0.47,-0.59,0.52,99,12,0,99,12
uniform_random,bm25,19,100,strict_eq2,-0.1,-0.27,0.89,99,17,0,99,17
uniform_random,bm25,20,100,strict_eq2,-0.6,-0.7,0.4,100,10,0,100,10
uniform_random,bm25,21,100,strict_eq2,-0.42,-0.63,0.58,100,21,0,100,21
uniform_random,bm25,22,100,strict_eq2,-0.49,-0.76,0.51,100,27,0,100,27
uniform_random,bm25,23,100,strict_eq2,-0.4,-0.72,0.6,100,32,0,100,32
uniform_random,bm25,24,100,strict_eq2,-0.59,-0.75,0.4,99,16,0,99,16
uniform_random,bm25,25,100,strict_eq2,-0.14,-0.48,0.85,99,34,0,99,34
uniform_random,bm25,26,100,strict_eq2,-0.4,-0.78,0.6,100,38,0,100,38
uniform_random,bm25,27,100,strict_eq2,-0.61,-0.71,0.38,99,10,0,99,10
uniform_random,bm25,28,100,strict_eq2,-0.71,-0.87,0.28,99,16,0,99,16
uniform_random,bm25,29,100,strict_eq2,-0.46,-0.5,0.54,100,4,0,100,4
uniform_random,bm25,30,100,strict_eq2,-0.68,-0.74,0.32,100,6,0,100,6
uniform_random,bm25,31,100,strict_eq2,-0.12,-0.14,0.86,98,2,0,98,2
uniform_random,bm25,32,100,strict_eq2,-0.13,-0.35,0.86,99,22,0,99,22
uniform_random,bm25,33,100,strict_eq2,-0.3,-0.46,0.7,100,16,0,100,16
uniform_random,bm25,34,100,strict_eq2,-0.09,-0.6,0.89,98,51,0,98,51
uniform_random,bm25,35,100,strict_eq2,-0.43,-0.59,0.55,98,16,0,98,16
uniform_random,bm25,36,100,strict_eq2,-0.77,-0.79,0.22,99,2,0,99,2
uniform_random,bm25,37,100,strict_eq2,-0.49,-0.5,0.5,99,1,0,99,1
uniform_random,bm25,38,100,strict_eq2,-0.36,-0.51,0.62,98,15,0,98,15
uniform_random,bm25,39,100,strict_eq2,-0.64,-0.64,0.36,100,0,0,100,0
uniform_random,bm25,40,100,strict_eq2,-0.86,-0.87,0.13,99,1,0,99,1
uniform_random,bm25,41,100,strict_eq2,-0.55,-0.58,0.45,100,3,0,100,3
uniform_random,bm25,42,100,strict_eq2,-0.61,-0.66,0.39,100,5,0,100,5
uniform_random,bm25,43,100,strict_eq2,-0.69,-0.7,0.31,100,1,0,100,1
uniform_random,bm25,44,100,strict_eq2,-0.52,-0.64,0.48,100,12,0,100,12
uniform_random,bm25,45,100,strict_eq2,-0.32,-0.42,0.68,100,10,0,100,10
uniform_random,bm25,46,100,strict_eq2,-0.3,-0.43,0.7,100,13,0,100,13
uniform_random,bm25,47,100,strict_eq2,-0.25,-0.65,0.73,98,40,0,98,40
uniform_random,bm25,48,100,strict_eq2,-0.32,-0.8,0.68,100,48,0,100,48
uniform_random,bm25,49,100,strict_eq2,-0.07,-0.3,0.92,99,23,0,99,23
uniform_random,bm25,50,100,strict_eq2,-0.12,-0.36,0.87,99,24,0,99,24
uniform_random,bm25,1,100,relaxed_ge1,-0.31,-0.77,0.68,99,46,0,99,46
uniform_random,bm25,2,100,relaxed_ge1,-0.43,-0.65,0.57,100,22,0,100,22
uniform_random,bm25,3,100,relaxed_ge1,-0.48,-0.7,0.52,100,22,0,100,22
uniform_random,bm25,4,100,relaxed_ge1,-0.26,-0.57,0.74,100,31,0,100,31
uniform_random,bm25,5,100,relaxed_ge1,-0.56,-0.85,0.44,100,29,0,100,29
uniform_random,bm25,6,100,relaxed_ge1,-0.6,-0.93,0.4,100,33,0,100,33
uniform_random,bm25,7,100,relaxed_ge1,-0.57,-0.69,0.43,100,12,0,100,12
uniform_random,bm25,8,100,relaxed_ge1,-0.43,-0.82,0.57,100,39,0,100,39
uniform_random,bm25,9,100,relaxed_ge1,-0.3,-0.42,0.7,100,12,0,100,12
uniform_random,bm25,10,100,relaxed_ge1,-0.68,-0.79,0.3,98,11,0,98,11
uniform_random,bm25,11,100,relaxed_ge1,-0.34,-0.49,0.64,98,15,0,98,15
uniform_random,bm25,12,100,relaxed_ge1,-0.43,-0.65,0.56,99,22,0,99,22
uniform_random,bm25,13,100,relaxed_ge1,-0.56,-0.79,0.42,98,23,0,98,23
uniform_random,bm25,14,100,relaxed_ge1,-0.64,-0.68,0.35,99,4,0,99,4
uniform_random,bm25,15,100,relaxed_ge1,-0.07,-0.58,0.91,98,51,0,98,51
uniform_random,bm25,16,100,relaxed_ge1,-0.18,-0.56,0.82,100,38,0,100,38
uniform_random,bm25,17,100,relaxed_ge1,-0.57,-0.79,0.43,100,22,0,100,22
uniform_random,bm25,18,100,relaxed_ge1,-0.74,-0.86,0.25,99,12,0,99,12
uniform_random,bm25,19,100,relaxed_ge1,-0.26,-0.43,0.73,99,17,0,99,17
uniform_random,bm25,20,100,relaxed_ge1,-0.7,-0.8,0.3,100,10,0,100,10
uniform_random,bm25,21,100,relaxed_ge1,-0.45,-0.66,0.55,100,21,0,100,21
uniform_random,bm25,22,100,relaxed_ge1,-0.62,-0.89,0.38,100,27,0,100,27
uniform_random,bm25,23,100,relaxed_ge1,-0.52,-0.84,0.48,100,32,0,100,32
uniform_random,bm25,24,100,relaxed_ge1,-0.7,-0.86,0.29,99,16,0,99,16
uniform_random,bm25,25,100,relaxed_ge1,-0.17,-0.51,0.82,99,34,0,99,34
uniform_random,bm25,26,100,relaxed_ge1,-0.44,-0.82,0.56,100,38,0,100,38
uniform_random,bm25,27,100,relaxed_ge1,-0.86,-0.96,0.13,99,10,0,99,10
uniform_random,bm25,28,100,relaxed_ge1,-0.74,-0.9,0.25,99,16,0,99,16
uniform_random,bm25,29,100,relaxed_ge1,-0.64,-0.68,0.36,100,4,0,100,4
uniform_random,bm25,30,100,relaxed_ge1,-0.87,-0.93,0.13,100,6,0,100,6
uniform_random,bm25,31,100,relaxed_ge1,-0.2,-0.22,0.78,98,2,0,98,2
uniform_random,bm25,32,100,relaxed_ge1,-0.17,-0.39,0.82,99,22,0,99,22
uniform_random,bm25,33,100,relaxed_ge1,-0.44,-0.6,0.56,100,16,0,100,16
uniform_random,bm25,34,100,relaxed_ge1,-0.16,-0.67,0.82,98,51,0,98,51
uniform_random,bm25,35,100,relaxed_ge1,-0.45,-0.61,0.53,98,16,0,98,16
uniform_random,bm25,36,100,relaxed_ge1,-0.84,-0.86,0.15,99,2,0,99,2
uniform_random,bm25,37,100,relaxed_ge1,-0.73,-0.74,0.26,99,1,0,99,1
uniform_random,bm25,38,100,relaxed_ge1,-0.53,-0.68,0.45,98,15,0,98,15
uniform_random,bm25,39,100,relaxed_ge1,-0.97,-0.97,0.03,100,0,0,100,0
uniform_random,bm25,40,100,relaxed_ge1,-0.97,-0.98,0.02,99,1,0,99,1
uniform_random,bm25,41,100,relaxed_ge1,-0.62,-0.65,0.38,100,3,0,100,3
uniform_random,bm25,42,100,relaxed_ge1,-0.69,-0.74,0.31,100,5,0,100,5
uniform_random,bm25,43,100,relaxed_ge1,-0.78,-0.79,0.22,100,1,0,100,1
uniform_random,bm25,44,100,relaxed_ge1,-0.67,-0.79,0.33,100,12,0,100,12
uniform_random,bm25,45,100,relaxed_ge1,-0.81,-0.91,0.19,100,10,0,100,10
uniform_random,bm25,46,100,relaxed_ge1,-0.4,-0.53,0.6,100,13,0,100,13
uniform_random,bm25,47,100,relaxed_ge1,-0.31,-0.71,0.67,98,40,0,98,40
uniform_random,bm25,48,100,relaxed_ge1,-0.46,-0.94,0.54,100,48,0,100,48
uniform_random,bm25,49,100,relaxed_ge1,-0.2,-0.43,0.79,99,23,0,99,23
uniform_random,bm25,50,100,relaxed_ge1,-0.31,-0.55,0.68,99,24,0,99,24
direct_mmr,bm25,1,20,strict_eq2,-0.15,-0.25,0.7,18,3,1,17,2
direct_mmr,bm25,2,20,strict_eq2,-0.3,-0.35,0.4,14,1,0,14,1
direct_mmr,bm25,3,20,strict_eq2,-0.2,-0.3,0.7,18,2,0,18,2
direct_mmr,bm25,4,20,strict_eq2,-0.1,-0.1,0.75,17,0,0,17,0
direct_mmr,bm25,5,20,strict_eq2,-0.35,-0.45,0.55,18,2,0,18,2
direct_mmr,bm25,6,20,strict_eq2,-0.75,-0.8,0.2,19,1,0,19,1
direct_mmr,bm25,7,20,strict_eq2,-0.6,-0.6,0.3,18,0,0,18,0
direct_mmr,bm25,8,20,strict_eq2,-0.4,-0.65,0.5,18,5,0,18,5
direct_mmr,bm25,9,20,strict_eq2,-0.05,-0.05,0.85,18,0,0,18,0
direct_mmr,bm25,10,20,strict_eq2,-0.7,-0.7,0.2,18,0,0,18,0
direct_mmr,bm25,11,20,strict_eq2,-0.4,-0.5,0.45,17,2,0,17,2
direct_mmr,bm25,12,20,strict_eq2,-0.1,-0.3,0.7,16,4,0,16,4
direct_mmr,bm25,13,20,strict_eq2,-0.35,-0.4,0.5,17,1,0,17,1
direct_mmr,bm25,14,20,strict_eq2,-0.45,-0.45,0.25,14,0,0,14,0
direct_mmr,bm25,15,20,strict_eq2,-0.05,-0.3,0.6,14,6,1,13,5
direct_mmr,bm25,16,20,strict_eq2,-0.15,-0.3,0.65,16,3,0,16,3
direct_mmr,bm25,17,20,strict_eq2,-0.3,-0.4,0.6,18,2,0,18,2
direct_mmr,bm25,18,20,strict_eq2,-0.45,-0.45,0.45,18,0,0,18,0
direct_mmr,bm25,19,20,strict_eq2,-0.25,-0.25,0.5,15,0,0,15,0
direct_mmr,bm25,20,20,strict_eq2,-0.85,-0.9,-0.05,17,2,1,16,1
direct_mmr,bm25,21,20,strict_eq2,-0.35,-0.45,0.65,20,2,0,20,2
direct_mmr,bm25,22,20,strict_eq2,-0.65,-0.85,0.2,17,4,0,17,4
direct_mmr,bm25,23,20,strict_eq2,-0.7,-0.75,0.25,19,1,0,19,1
direct_mmr,bm25,24,20,strict_eq2,-0.65,-0.75,0.3,19,2,0,19,2
direct_mmr,bm25,25,20,strict_eq2,-0.15,-0.4,0.65,16,5,0,16,5
direct_mmr,bm25,26,20,strict_eq2,-0.6,-0.75,0.4,20,3,0,20,3
direct_mmr,bm25,27,20,strict_eq2,-0.7,-0.8,0.1,16,2,0,16,2
direct_mmr,bm25,28,20,strict_eq2,-0.85,-0.85,0.15,20,0,0,20,0
direct_mmr,bm25,29,20,strict_eq2,-0.6,-0.6,0.3,18,0,0,18,0
direct_mmr,bm25,30,20,strict_eq2,-0.85,-0.85,-0.05,16,0,0,16,0
direct_mmr,bm25,31,20,strict_eq2,-0.1,-0.15,0.85,19,1,0,19,1
direct_mmr,bm25,32,20,strict_eq2,-0.3,-0.3,0.5,16,0,0,16,0
direct_mmr,bm25,33,20,strict_eq2,-0.35,-0.35,0.5,17,0,0,17,0
direct_mmr,bm25,34,20,strict_eq2,-0.25,-0.5,0.6,18,6,1,17,5
direct_mmr,bm25,35,20,strict_eq2,-0.35,-0.35,0.25,12,0,0,12,0
direct_mmr,bm25,36,20,strict_eq2,-0.85,-0.85,0.05,18,0,0,18,0
direct_mmr,bm25,37,20,strict_eq2,-0.4,-0.4,0.45,17,0,0,17,0
direct_mmr,bm25,38,20,strict_eq2,-0.5,-0.5,0.35,17,0,0,17,0
direct_mmr,bm25,39,20,strict_eq2,-0.75,-0.75,0.15,18,0,0,18,0
direct_mmr,bm25,40,20,strict_eq2,-0.95,-0.95,-0.2,15,0,0,15,0
direct_mmr,bm25,41,20,strict_eq2,-0.7,-0.7,0.1,16,0,0,16,0
direct_mmr,bm25,42,20,strict_eq2,-0.55,-0.55,0.3,17,0,0,17,0
direct_mmr,bm25,43,20,strict_eq2,-0.6,-0.6,0.15,15,0,0,15,0
direct_mmr,bm25,44,20,strict_eq2,-0.6,-0.65,0.25,17,1,0,17,1
direct_mmr,bm25,45,20,strict_eq2,-0.55,-0.6,0.3,17,1,0,17,1
direct_mmr,bm25,46,20,strict_eq2,-0.4,-0.4,0.4,16,0,0,16,0
direct_mmr,bm25,47,20,strict_eq2,-0.2,-0.5,0.7,18,6,0,18,6
direct_mmr,bm25,48,20,strict_eq2,-0.7,-0.85,0.1,16,3,0,16,3
direct_mmr,bm25,49,20,strict_eq2,-0.15,-0.2,0.8,19,1,0,19,1
direct_mmr,bm25,50,20,strict_eq2,-0.3,-0.3,0.4,14,0,0,14,0
direct_mmr,bm25,1,20,relaxed_ge1,-0.5,-0.6,0.35,18,3,1,17,2
direct_mmr,bm25,2,20,relaxed_ge1,-0.3,-0.35,0.4,14,1,0,14,1
direct_mmr,bm25,3,20,relaxed_ge1,-0.35,-0.45,0.55,18,2,0,18,2
direct_mmr,bm25,4,20,relaxed_ge1,-0.1,-0.1,0.75,17,0,0,17,0
direct_mmr,bm25,5,20,relaxed_ge1,-0.8,-0.9,0.1,18,2,0,18,2
direct_mmr,bm25,6,20,relaxed_ge1,-0.8,-0.85,0.15,19,1,0,19,1
direct_mmr,bm25,7,20,relaxed_ge1,-0.65,-0.65,0.25,18,0,0,18,0
direct_mmr,bm25,8,20,relaxed_ge1,-0.55,-0.8,0.35,18,5,0,18,5
direct_mmr,bm25,9,20,relaxed_ge1,-0.15,-0.15,0.75,18,0,0,18,0
direct_mmr,bm25,10,20,relaxed_ge1,-0.85,-0.85,0.05,18,0,0,18,0
direct_mmr,bm25,11,20,relaxed_ge1,-0.45,-0.55,0.4,17,2,0,17,2
direct_mmr,bm25,12,20,relaxed_ge1,-0.35,-0.55,0.45,16,4,0,16,4
direct_mmr,bm25,13,20,relaxed_ge1,-0.65,-0.7,0.2,17,1,0,17,1
direct_mmr,bm25,14,20,relaxed_ge1,-0.7,-0.7,0,14,0,0,14,0
direct_mmr,bm25,15,20,relaxed_ge1,-0.15,-0.4,0.5,14,6,1,13,5
direct_mmr,bm25,16,20,relaxed_ge1,-0.25,-0.4,0.55,16,3,0,16,3
direct_mmr,bm25,17,20,relaxed_ge1,-0.55,-0.65,0.35,18,2,0,18,2
direct_mmr,bm25,18,20,relaxed_ge1,-0.7,-0.7,0.2,18,0,0,18,0
direct_mmr,bm25,19,20,relaxed_ge1,-0.65,-0.65,0.1,15,0,0,15,0
direct_mmr,bm25,20,20,relaxed_ge1,-0.8,-0.85,0,17,2,1,16,1
direct_mmr,bm25,21,20,relaxed_ge1,-0.45,-0.55,0.55,20,2,0,20,2
direct_mmr,bm25,22,20,relaxed_ge1,-0.75,-0.95,0.1,17,4,0,17,4
direct_mmr,bm25,23,20,relaxed_ge1,-0.75,-0.8,0.2,19,1,0,19,1
direct_mmr,bm25,24,20,relaxed_ge1,-0.7,-0.8,0.25,19,2,0,19,2
direct_mmr,bm25,25,20,relaxed_ge1,-0.15,-0.4,0.65,16,5,0,16,5
direct_mmr,bm25,26,20,relaxed_ge1,-0.6,-0.75,0.4,20,3,0,20,3
direct_mmr,bm25,27,20,relaxed_ge1,-0.75,-0.85,0.05,16,2,0,16,2
direct_mmr,bm25,28,20,relaxed_ge1,-0.9,-0.9,0.1,20,0,0,20,0
direct_mmr,bm25,29,20,relaxed_ge1,-0.8,-0.8,0.1,18,0,0,18,0
direct_mmr,bm25,30,20,relaxed_ge1,-0.85,-0.85,-0.05,16,0,0,16,0
direct_mmr,bm25,31,20,relaxed_ge1,-0.2,-0.25,0.75,19,1,0,19,1
direct_mmr,bm25,32,20,relaxed_ge1,-0.45,-0.45,0.35,16,0,0,16,0
direct_mmr,bm25,33,20,relaxed_ge1,-0.65,-0.65,0.2,17,0,0,17,0
direct_mmr,bm25,34,20,relaxed_ge1,-0.35,-0.6,0.5,18,6,1,17,5
direct_mmr,bm25,35,20,relaxed_ge1,-0.35,-0.35,0.25,12,0,0,12,0
direct_mmr,bm25,36,20,relaxed_ge1,-0.9,-0.9,0,18,0,0,18,0
direct_mmr,bm25,37,20,relaxed_ge1,-0.75,-0.75,0.1,17,0,0,17,0
direct_mmr,bm25,38,20,relaxed_ge1,-0.55,-0.55,0.3,17,0,0,17,0
direct_mmr,bm25,39,20,relaxed_ge1,-0.9,-0.9,0,18,0,0,18,0
direct_mmr,bm25,40,20,relaxed_ge1,-0.95,-0.95,-0.2,15,0,0,15,0
direct_mmr,bm25,41,20,relaxed_ge1,-0.7,-0.7,0.1,16,0,0,16,0
direct_mmr,bm25,42,20,relaxed_ge1,-0.7,-0.7,0.15,17,0,0,17,0
direct_mmr,bm25,43,20,relaxed_ge1,-0.75,-0.75,0,15,0,0,15,0
direct_mmr,bm25,44,20,relaxed_ge1,-0.8,-0.85,0.05,17,1,0,17,1
direct_mmr,bm25,45,20,relaxed_ge1,-0.85,-0.9,0,17,1,0,17,1
direct_mmr,bm25,46,20,relaxed_ge1,-0.65,-0.65,0.15,16,0,0,16,0
direct_mmr,bm25,47,20,relaxed_ge1,-0.3,-0.6,0.6,18,6,0,18,6
direct_mmr,bm25,48,20,relaxed_ge1,-0.75,-0.9,0.05,16,3,0,16,3
direct_mmr,bm25,49,20,relaxed_ge1,-0.35,-0.4,0.6,19,1,0,19,1
direct_mmr,bm25,50,20,relaxed_ge1,-0.7,-0.7,0,14,0,0,14,0
direct_mmr,bm25,1,100,strict_eq2,-0.13,-0.52,0.74,94,46,7,87,39
direct_mmr,bm25,2,100,strict_eq2,-0.36,-0.56,0.44,82,22,2,80,20
direct_mmr,bm25,3,100,strict_eq2,-0.25,-0.43,0.56,85,22,4,81,18
direct_mmr,bm25,4,100,strict_eq2,-0.18,-0.46,0.69,90,31,3,87,28
direct_mmr,bm25,5,100,strict_eq2,-0.24,-0.52,0.63,88,29,1,87,28
direct_mmr,bm25,6,100,strict_eq2,-0.47,-0.77,0.39,89,33,3,86,30
direct_mmr,bm25,7,100,strict_eq2,-0.48,-0.58,0.42,92,12,2,90,10
direct_mmr,bm25,8,100,strict_eq2,-0.27,-0.59,0.56,90,39,7,83,32
direct_mmr,bm25,9,100,strict_eq2,-0.16,-0.25,0.7,89,12,3,86,9
direct_mmr,bm25,10,100,strict_eq2,-0.41,-0.52,0.49,90,11,0,90,11
direct_mmr,bm25,11,100,strict_eq2,-0.17,-0.29,0.68,88,15,3,85,12
direct_mmr,bm25,12,100,strict_eq2,-0.11,-0.3,0.71,85,22,3,82,19
direct_mmr,bm25,13,100,strict_eq2,-0.28,-0.51,0.58,86,23,0,86,23
direct_mmr,bm25,14,100,strict_eq2,-0.33,-0.36,0.45,79,4,1,78,3
direct_mmr,bm25,15,100,strict_eq2,0,-0.47,0.81,85,51,4,81,47
direct_mmr,bm25,16,100,strict_eq2,-0.09,-0.4,0.68,84,38,7,77,31
direct_mmr,bm25,17,100,strict_eq2,-0.26,-0.48,0.64,90,22,0,90,22
direct_mmr,bm25,18,100,strict_eq2,-0.41,-0.53,0.45,86,12,0,86,12
direct_mmr,bm25,19,100,strict_eq2,-0.1,-0.25,0.73,85,17,2,83,15
direct_mmr,bm25,20,100,strict_eq2,-0.58,-0.67,0.28,87,10,1,86,9
direct_mmr,bm25,21,100,strict_eq2,-0.41,-0.6,0.52,95,21,2,93,19
direct_mmr,bm25,22,100,strict_eq2,-0.48,-0.73,0.42,92,27,2,90,25
direct_mmr,bm25,23,100,strict_eq2,-0.39,-0.69,0.5,91,32,2,89,30
direct_mmr,bm25,24,100,strict_eq2,-0.59,-0.74,0.3,90,16,1,89,15
direct_mmr,bm25,25,100,strict_eq2,-0.12,-0.46,0.75,87,34,0,87,34
direct_mmr,bm25,26,100,strict_eq2,-0.36,-0.74,0.58,94,38,0,94,38
direct_mmr,bm25,27,100,strict_eq2,-0.57,-0.67,0.34,91,10,0,91,10
direct_mmr,bm25,28,100,strict_eq2,-0.71,-0.86,0.27,99,16,1,98,15
direct_mmr,bm25,29,100,strict_eq2,-0.41,-0.45,0.46,87,4,0,87,4
direct_mmr,bm25,30,100,strict_eq2,-0.65,-0.71,0.28,93,6,0,93,6
direct_mmr,bm25,31,100,strict_eq2,-0.11,-0.13,0.77,88,2,0,88,2
direct_mmr,bm25,32,100,strict_eq2,-0.13,-0.34,0.8,94,22,1,93,21
direct_mmr,bm25,33,100,strict_eq2,-0.29,-0.45,0.63,92,16,0,92,16
direct_mmr,bm25,34,100,strict_eq2,-0.08,-0.53,0.75,89,51,6,83,45
direct_mmr,bm25,35,100,strict_eq2,-0.4,-0.55,0.42,83,16,1,82,15
direct_mmr,bm25,36,100,strict_eq2,-0.73,-0.75,0.17,90,2,0,90,2
