method,baseline,query_id,k,stratum,n_pairs,n_judged,n_unjudged,n_explicit_minus1,n_relevant_strict,n_relevant_relaxed,judged_fraction,hole_fraction,observed_precision_strict,observed_precision_relaxed
direct_mmr_rerank,bm25,4,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,4,20,method_only,20,5,15,0,1,2,0.25,0.75,0.05,0.1
direct_mmr_rerank,bm25,4,20,bm25_only,20,20,0,0,2,3,1,0,0.1,0.15
direct_mmr_rerank,bm25,5,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,5,20,method_only,20,4,16,0,1,1,0.2,0.8,0.05,0.05
direct_mmr_rerank,bm25,5,20,bm25_only,20,18,2,0,7,16,0.9,0.1,0.35,0.8
direct_mmr_rerank,bm25,6,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,6,20,method_only,20,5,15,0,2,3,0.25,0.75,0.1,0.15
direct_mmr_rerank,bm25,6,20,bm25_only,20,19,1,0,15,17,0.95,0.05,0.75,0.85
direct_mmr_rerank,bm25,7,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,7,20,method_only,20,5,15,0,2,2,0.25,0.75,0.1,0.1
direct_mmr_rerank,bm25,7,20,bm25_only,20,20,0,0,13,14,1,0,0.65,0.7
direct_mmr_rerank,bm25,8,20,shared,1,1,0,0,1,1,1,0,1,1
direct_mmr_rerank,bm25,8,20,method_only,19,7,12,0,2,2,0.368421052632,0.631578947368,0.105263157895,0.105263157895
direct_mmr_rerank,bm25,8,20,bm25_only,19,14,5,0,8,11,0.736842105263,0.263157894737,0.421052631579,0.578947368421
direct_mmr_rerank,bm25,9,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,9,20,method_only,20,2,18,0,1,1,0.1,0.9,0.05,0.05
direct_mmr_rerank,bm25,9,20,bm25_only,20,20,0,0,2,4,1,0,0.1,0.2
direct_mmr_rerank,bm25,10,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,10,20,method_only,20,4,16,0,0,1,0.2,0.8,0,0.05
direct_mmr_rerank,bm25,10,20,bm25_only,20,20,0,0,14,18,1,0,0.7,0.9
direct_mmr_rerank,bm25,11,20,shared,1,1,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,11,20,method_only,19,6,13,0,1,3,0.315789473684,0.684210526316,0.0526315789474,0.157894736842
direct_mmr_rerank,bm25,11,20,bm25_only,19,17,2,0,8,10,0.894736842105,0.105263157895,0.421052631579,0.526315789474
direct_mmr_rerank,bm25,12,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,12,20,method_only,20,6,14,0,2,5,0.3,0.7,0.1,0.25
direct_mmr_rerank,bm25,12,20,bm25_only,20,16,4,0,3,10,0.8,0.2,0.15,0.5
direct_mmr_rerank,bm25,13,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,13,20,method_only,20,5,15,0,0,2,0.25,0.75,0,0.1
direct_mmr_rerank,bm25,13,20,bm25_only,20,19,1,0,7,16,0.95,0.05,0.35,0.8
direct_mmr_rerank,bm25,14,20,shared,1,1,0,0,1,1,1,0,1,1
direct_mmr_rerank,bm25,14,20,method_only,19,9,10,0,1,1,0.473684210526,0.526315789474,0.0526315789474,0.0526315789474
direct_mmr_rerank,bm25,14,20,bm25_only,19,19,0,0,10,15,1,0,0.526315789474,0.789473684211
direct_mmr_rerank,bm25,15,20,shared,4,3,1,0,0,0,0.75,0.25,0,0
direct_mmr_rerank,bm25,15,20,method_only,16,3,13,0,1,1,0.1875,0.8125,0.0625,0.0625
direct_mmr_rerank,bm25,15,20,bm25_only,16,11,5,0,2,4,0.6875,0.3125,0.125,0.25
direct_mmr_rerank,bm25,16,20,shared,1,0,1,0,0,0,0,1,0,0
direct_mmr_rerank,bm25,16,20,method_only,19,5,14,0,1,1,0.263157894737,0.736842105263,0.0526315789474,0.0526315789474
direct_mmr_rerank,bm25,16,20,bm25_only,19,17,2,0,4,6,0.894736842105,0.105263157895,0.210526315789,0.315789473684
direct_mmr_rerank,bm25,17,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,17,20,method_only,20,5,15,0,2,2,0.25,0.75,0.1,0.1
direct_mmr_rerank,bm25,17,20,bm25_only,20,18,2,0,7,12,0.9,0.1,0.35,0.6
direct_mmr_rerank,bm25,18,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,18,20,method_only,20,5,15,0,3,3,0.25,0.75,0.15,0.15
direct_mmr_rerank,bm25,18,20,bm25_only,20,20,0,0,10,15,1,0,0.5,0.75
direct_mmr_rerank,bm25,19,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,19,20,method_only,20,8,12,0,0,1,0.4,0.6,0,0.05
direct_mmr_rerank,bm25,19,20,bm25_only,20,20,0,0,5,14,1,0,0.25,0.7
direct_mmr_rerank,bm25,20,20,shared,1,0,1,0,0,0,0,1,0,0
direct_mmr_rerank,bm25,20,20,method_only,19,9,10,0,0,4,0.473684210526,0.526315789474,0,0.210526315789
direct_mmr_rerank,bm25,20,20,bm25_only,19,18,1,0,17,17,0.947368421053,0.0526315789474,0.894736842105,0.894736842105
direct_mmr_rerank,bm25,21,20,shared,1,1,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,21,20,method_only,19,1,18,0,1,1,0.0526315789474,0.947368421053,0.0526315789474,0.0526315789474
direct_mmr_rerank,bm25,21,20,bm25_only,19,17,2,0,7,9,0.894736842105,0.105263157895,0.368421052632,0.473684210526
direct_mmr_rerank,bm25,22,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,22,20,method_only,20,3,17,0,1,1,0.15,0.85,0.05,0.05
direct_mmr_rerank,bm25,22,20,bm25_only,20,16,4,0,14,16,0.8,0.2,0.7,0.8
direct_mmr_rerank,bm25,23,20,shared,1,1,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,23,20,method_only,19,3,16,0,1,1,0.157894736842,0.842105263158,0.0526315789474,0.0526315789474
direct_mmr_rerank,bm25,23,20,bm25_only,19,18,1,0,15,16,0.947368421053,0.0526315789474,0.789473684211,0.842105263158
direct_mmr_rerank,bm25,24,20,shared,1,1,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,24,20,method_only,19,3,16,0,0,1,0.157894736842,0.842105263158,0,0.0526315789474
direct_mmr_rerank,bm25,24,20,bm25_only,19,17,2,0,13,15,0.894736842105,0.105263157895,0.684210526316,0.789473684211
direct_mmr_rerank,bm25,25,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,25,20,method_only,20,9,11,0,2,3,0.45,0.55,0.1,0.15
direct_mmr_rerank,bm25,25,20,bm25_only,20,15,5,0,3,3,0.75,0.25,0.15,0.15
direct_mmr_rerank,bm25,26,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,26,20,method_only,20,7,13,0,4,4,0.35,0.65,0.2,0.2
direct_mmr_rerank,bm25,26,20,bm25_only,20,17,3,0,12,12,0.85,0.15,0.6,0.6
direct_mmr_rerank,bm25,27,20,shared,2,2,0,0,2,2,1,0,1,1
direct_mmr_rerank,bm25,27,20,method_only,18,4,14,0,0,2,0.222222222222,0.777777777778,0,0.111111111111
direct_mmr_rerank,bm25,27,20,bm25_only,18,16,2,0,14,15,0.888888888889,0.111111111111,0.777777777778,0.833333333333
direct_mmr_rerank,bm25,28,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,28,20,method_only,20,7,13,0,4,4,0.35,0.65,0.2,0.2
direct_mmr_rerank,bm25,28,20,bm25_only,20,20,0,0,17,18,1,0,0.85,0.9
direct_mmr_rerank,bm25,29,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,29,20,method_only,20,11,9,0,2,5,0.55,0.45,0.1,0.25
direct_mmr_rerank,bm25,29,20,bm25_only,20,20,0,0,13,17,1,0,0.65,0.85
direct_mmr_rerank,bm25,30,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,30,20,method_only,20,3,17,0,2,3,0.15,0.85,0.1,0.15
direct_mmr_rerank,bm25,30,20,bm25_only,20,20,0,0,19,20,1,0,0.95,1
direct_mmr_rerank,bm25,31,20,shared,1,1,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,31,20,method_only,19,7,12,0,0,1,0.368421052632,0.631578947368,0,0.0526315789474
direct_mmr_rerank,bm25,31,20,bm25_only,19,18,1,0,2,4,0.947368421053,0.0526315789474,0.105263157895,0.210526315789
direct_mmr_rerank,bm25,32,20,shared,4,4,0,0,1,2,1,0,0.25,0.5
direct_mmr_rerank,bm25,32,20,method_only,16,6,10,0,0,0,0.375,0.625,0,0
direct_mmr_rerank,bm25,32,20,bm25_only,16,16,0,0,5,7,1,0,0.3125,0.4375
direct_mmr_rerank,bm25,33,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,33,20,method_only,20,6,14,0,1,1,0.3,0.7,0.05,0.05
direct_mmr_rerank,bm25,33,20,bm25_only,20,20,0,0,8,14,1,0,0.4,0.7
direct_mmr_rerank,bm25,34,20,shared,2,0,2,0,0,0,0,1,0,0
direct_mmr_rerank,bm25,34,20,method_only,18,3,15,0,0,0,0.166666666667,0.833333333333,0,0
direct_mmr_rerank,bm25,34,20,bm25_only,18,14,4,0,5,7,0.777777777778,0.222222222222,0.277777777778,0.388888888889
direct_mmr_rerank,bm25,35,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,35,20,method_only,20,7,13,0,2,2,0.35,0.65,0.1,0.1
direct_mmr_rerank,bm25,35,20,bm25_only,20,20,0,0,9,9,1,0,0.45,0.45
direct_mmr_rerank,bm25,36,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,36,20,method_only,20,7,13,0,6,6,0.35,0.65,0.3,0.3
direct_mmr_rerank,bm25,36,20,bm25_only,20,20,0,0,18,19,1,0,0.9,0.95
direct_mmr_rerank,bm25,37,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,37,20,method_only,20,6,14,0,1,2,0.3,0.7,0.05,0.1
direct_mmr_rerank,bm25,37,20,bm25_only,20,20,0,0,9,16,1,0,0.45,0.8
direct_mmr_rerank,bm25,38,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,38,20,method_only,20,9,11,0,2,5,0.45,0.55,0.1,0.25
direct_mmr_rerank,bm25,38,20,bm25_only,20,20,0,0,11,12,1,0,0.55,0.6
direct_mmr_rerank,bm25,39,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,39,20,method_only,20,11,9,0,4,8,0.55,0.45,0.2,0.4
direct_mmr_rerank,bm25,39,20,bm25_only,20,20,0,0,17,20,1,0,0.85,1
direct_mmr_rerank,bm25,40,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,40,20,method_only,20,13,7,0,2,3,0.65,0.35,0.1,0.15
direct_mmr_rerank,bm25,40,20,bm25_only,20,20,0,0,20,20,1,0,1,1
direct_mmr_rerank,bm25,41,20,shared,2,2,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,41,20,method_only,18,6,12,0,2,2,0.333333333333,0.666666666667,0.111111111111,0.111111111111
direct_mmr_rerank,bm25,41,20,bm25_only,18,18,0,0,15,15,1,0,0.833333333333,0.833333333333
direct_mmr_rerank,bm25,42,20,shared,1,1,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,42,20,method_only,19,4,15,0,1,1,0.210526315789,0.789473684211,0.0526315789474,0.0526315789474
direct_mmr_rerank,bm25,42,20,bm25_only,19,19,0,0,12,15,1,0,0.631578947368,0.789473684211
direct_mmr_rerank,bm25,43,20,shared,3,3,0,0,1,2,1,0,0.333333333333,0.666666666667
direct_mmr_rerank,bm25,43,20,method_only,17,10,7,0,2,3,0.588235294118,0.411764705882,0.117647058824,0.176470588235
direct_mmr_rerank,bm25,43,20,bm25_only,17,17,0,0,12,14,1,0,0.705882352941,0.823529411765
direct_mmr_rerank,bm25,44,20,shared,1,1,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,44,20,method_only,19,6,13,0,1,2,0.315789473684,0.684210526316,0.0526315789474,0.105263157895
direct_mmr_rerank,bm25,44,20,bm25_only,19,18,1,0,14,18,0.947368421053,0.0526315789474,0.736842105263,0.947368421053
direct_mmr_rerank,bm25,45,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,45,20,method_only,20,12,8,0,3,9,0.6,0.4,0.15,0.45
direct_mmr_rerank,bm25,45,20,bm25_only,20,19,1,0,11,18,0.95,0.05,0.55,0.9
direct_mmr_rerank,bm25,46,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,46,20,method_only,20,12,8,0,2,2,0.6,0.4,0.1,0.1
direct_mmr_rerank,bm25,46,20,bm25_only,20,20,0,0,9,14,1,0,0.45,0.7
direct_mmr_rerank,bm25,47,20,shared,1,0,1,0,0,0,0,1,0,0
direct_mmr_rerank,bm25,47,20,method_only,19,5,14,0,0,0,0.263157894737,0.736842105263,0,0
direct_mmr_rerank,bm25,47,20,bm25_only,19,14,5,0,4,6,0.736842105263,0.263157894737,0.210526315789,0.315789473684
direct_mmr_rerank,bm25,48,20,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,48,20,method_only,20,4,16,0,1,2,0.2,0.8,0.05,0.1
direct_mmr_rerank,bm25,48,20,bm25_only,20,17,3,0,15,16,0.85,0.15,0.75,0.8
direct_mmr_rerank,bm25,49,20,shared,1,1,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,49,20,method_only,19,6,13,0,0,1,0.315789473684,0.684210526316,0,0.0526315789474
direct_mmr_rerank,bm25,49,20,bm25_only,19,18,1,0,3,7,0.947368421053,0.0526315789474,0.157894736842,0.368421052632
direct_mmr_rerank,bm25,50,20,shared,2,2,0,0,1,1,1,0,0.5,0.5
direct_mmr_rerank,bm25,50,20,method_only,18,10,8,0,1,3,0.555555555556,0.444444444444,0.0555555555556,0.166666666667
direct_mmr_rerank,bm25,50,20,bm25_only,18,18,0,0,6,14,1,0,0.333333333333,0.777777777778
direct_mmr_rerank,bm25,1,50,shared,6,2,4,0,0,1,0.333333333333,0.666666666667,0,0.166666666667
direct_mmr_rerank,bm25,1,50,method_only,44,7,37,0,1,2,0.159090909091,0.840909090909,0.0227272727273,0.0454545454545
direct_mmr_rerank,bm25,1,50,bm25_only,44,30,14,0,6,15,0.681818181818,0.318181818182,0.136363636364,0.340909090909
direct_mmr_rerank,bm25,2,50,shared,6,6,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,2,50,method_only,44,10,34,0,1,1,0.227272727273,0.772727272727,0.0227272727273,0.0227272727273
direct_mmr_rerank,bm25,2,50,bm25_only,44,43,1,0,23,28,0.977272727273,0.0227272727273,0.522727272727,0.636363636364
direct_mmr_rerank,bm25,3,50,shared,4,0,4,0,0,0,0,1,0,0
direct_mmr_rerank,bm25,3,50,method_only,46,15,31,0,2,4,0.326086956522,0.673913043478,0.0434782608696,0.0869565217391
direct_mmr_rerank,bm25,3,50,bm25_only,46,43,3,0,12,24,0.934782608696,0.0652173913043,0.260869565217,0.521739130435
direct_mmr_rerank,bm25,4,50,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,4,50,method_only,50,10,40,0,1,3,0.2,0.8,0.02,0.06
direct_mmr_rerank,bm25,4,50,bm25_only,50,39,11,0,9,12,0.78,0.22,0.18,0.24
direct_mmr_rerank,bm25,5,50,shared,1,0,1,0,0,0,0,1,0,0
direct_mmr_rerank,bm25,5,50,method_only,49,14,35,0,4,7,0.285714285714,0.714285714286,0.0816326530612,0.142857142857
direct_mmr_rerank,bm25,5,50,bm25_only,49,41,8,0,13,32,0.836734693878,0.163265306122,0.265306122449,0.65306122449
direct_mmr_rerank,bm25,6,50,shared,8,4,4,0,2,2,0.5,0.5,0.25,0.25
direct_mmr_rerank,bm25,6,50,method_only,42,17,25,0,8,10,0.404761904762,0.595238095238,0.190476190476,0.238095238095
direct_mmr_rerank,bm25,6,50,bm25_only,42,35,7,0,26,31,0.833333333333,0.166666666667,0.619047619048,0.738095238095
direct_mmr_rerank,bm25,7,50,shared,3,2,1,0,0,1,0.666666666667,0.333333333333,0,0.333333333333
direct_mmr_rerank,bm25,7,50,method_only,47,10,37,0,3,3,0.212765957447,0.787234042553,0.063829787234,0.063829787234
direct_mmr_rerank,bm25,7,50,bm25_only,47,44,3,0,31,33,0.936170212766,0.063829787234,0.659574468085,0.702127659574
direct_mmr_rerank,bm25,8,50,shared,7,4,3,0,1,1,0.571428571429,0.428571428571,0.142857142857,0.142857142857
direct_mmr_rerank,bm25,8,50,method_only,43,13,30,0,3,4,0.302325581395,0.697674418605,0.0697674418605,0.093023255814
direct_mmr_rerank,bm25,8,50,bm25_only,43,29,14,0,15,22,0.674418604651,0.325581395349,0.348837209302,0.511627906977
direct_mmr_rerank,bm25,9,50,shared,3,3,0,0,1,1,1,0,0.333333333333,0.333333333333
direct_mmr_rerank,bm25,9,50,method_only,47,5,42,0,1,1,0.106382978723,0.893617021277,0.0212765957447,0.0212765957447
direct_mmr_rerank,bm25,9,50,bm25_only,47,45,2,0,8,16,0.957446808511,0.0425531914894,0.170212765957,0.340425531915
direct_mmr_rerank,bm25,10,50,shared,1,1,0,0,0,1,1,0,0,1
direct_mmr_rerank,bm25,10,50,method_only,49,11,38,0,2,3,0.224489795918,0.775510204082,0.0408163265306,0.0612244897959
direct_mmr_rerank,bm25,10,50,bm25_only,49,44,5,0,27,37,0.897959183673,0.102040816327,0.551020408163,0.755102040816
direct_mmr_rerank,bm25,11,50,shared,4,4,0,0,1,1,1,0,0.25,0.25
direct_mmr_rerank,bm25,11,50,method_only,46,13,33,0,1,7,0.282608695652,0.717391304348,0.0217391304348,0.152173913043
direct_mmr_rerank,bm25,11,50,bm25_only,46,39,7,0,11,18,0.847826086957,0.152173913043,0.239130434783,0.391304347826
direct_mmr_rerank,bm25,12,50,shared,2,2,0,0,0,1,1,0,0,0.5
direct_mmr_rerank,bm25,12,50,method_only,48,12,36,0,5,8,0.25,0.75,0.104166666667,0.166666666667
direct_mmr_rerank,bm25,12,50,bm25_only,48,37,11,0,5,20,0.770833333333,0.229166666667,0.104166666667,0.416666666667
direct_mmr_rerank,bm25,13,50,shared,2,2,0,0,0,1,1,0,0,0.5
direct_mmr_rerank,bm25,13,50,method_only,48,14,34,0,4,7,0.291666666667,0.708333333333,0.0833333333333,0.145833333333
direct_mmr_rerank,bm25,13,50,bm25_only,48,44,4,0,16,33,0.916666666667,0.0833333333333,0.333333333333,0.6875
direct_mmr_rerank,bm25,14,50,shared,6,6,0,0,2,2,1,0,0.333333333333,0.333333333333
direct_mmr_rerank,bm25,14,50,method_only,44,15,29,0,1,3,0.340909090909,0.659090909091,0.0227272727273,0.0681818181818
direct_mmr_rerank,bm25,14,50,bm25_only,44,44,0,0,21,38,1,0,0.477272727273,0.863636363636
direct_mmr_rerank,bm25,15,50,shared,8,6,2,0,1,2,0.75,0.25,0.125,0.25
direct_mmr_rerank,bm25,15,50,method_only,42,10,32,0,1,3,0.238095238095,0.761904761905,0.0238095238095,0.0714285714286
direct_mmr_rerank,bm25,15,50,bm25_only,42,26,16,0,2,4,0.619047619048,0.380952380952,0.047619047619,0.0952380952381
direct_mmr_rerank,bm25,16,50,shared,3,0,3,0,0,0,0,1,0,0
direct_mmr_rerank,bm25,16,50,method_only,47,15,32,0,1,2,0.31914893617,0.68085106383,0.0212765957447,0.0425531914894
direct_mmr_rerank,bm25,16,50,bm25_only,47,36,11,0,7,12,0.765957446809,0.234042553191,0.148936170213,0.255319148936
direct_mmr_rerank,bm25,17,50,shared,2,2,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,17,50,method_only,48,11,37,0,2,3,0.229166666667,0.770833333333,0.0416666666667,0.0625
direct_mmr_rerank,bm25,17,50,bm25_only,48,41,7,0,17,34,0.854166666667,0.145833333333,0.354166666667,0.708333333333
direct_mmr_rerank,bm25,18,50,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,18,50,method_only,50,15,35,0,6,9,0.3,0.7,0.12,0.18
direct_mmr_rerank,bm25,18,50,bm25_only,50,49,1,0,27,41,0.98,0.02,0.54,0.82
direct_mmr_rerank,bm25,19,50,shared,3,3,0,0,0,1,1,0,0,0.333333333333
direct_mmr_rerank,bm25,19,50,method_only,47,16,31,0,0,1,0.340425531915,0.659574468085,0,0.0212765957447
direct_mmr_rerank,bm25,19,50,bm25_only,47,45,2,0,8,19,0.957446808511,0.0425531914894,0.170212765957,0.404255319149
direct_mmr_rerank,bm25,20,50,shared,4,2,2,0,0,1,0.5,0.5,0,0.25
direct_mmr_rerank,bm25,20,50,method_only,46,15,31,0,2,10,0.326086956522,0.673913043478,0.0434782608696,0.217391304348
direct_mmr_rerank,bm25,20,50,bm25_only,46,43,3,0,29,33,0.934782608696,0.0652173913043,0.630434782609,0.717391304348
direct_mmr_rerank,bm25,21,50,shared,3,3,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,21,50,method_only,47,7,40,0,2,2,0.148936170213,0.851063829787,0.0425531914894,0.0425531914894
direct_mmr_rerank,bm25,21,50,bm25_only,47,43,4,0,24,26,0.914893617021,0.0851063829787,0.510638297872,0.553191489362
direct_mmr_rerank,bm25,22,50,shared,4,2,2,0,0,0,0.5,0.5,0,0
direct_mmr_rerank,bm25,22,50,method_only,46,10,36,0,2,6,0.217391304348,0.782608695652,0.0434782608696,0.130434782609
direct_mmr_rerank,bm25,22,50,bm25_only,46,35,11,0,27,33,0.760869565217,0.239130434783,0.586956521739,0.717391304348
direct_mmr_rerank,bm25,23,50,shared,4,1,3,0,0,0,0.25,0.75,0,0
direct_mmr_rerank,bm25,23,50,method_only,46,6,40,0,3,3,0.130434782609,0.869565217391,0.0652173913043,0.0652173913043
direct_mmr_rerank,bm25,23,50,bm25_only,46,41,5,0,26,34,0.891304347826,0.108695652174,0.565217391304,0.739130434783
direct_mmr_rerank,bm25,24,50,shared,3,3,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,24,50,method_only,47,12,35,0,2,6,0.255319148936,0.744680851064,0.0425531914894,0.127659574468
direct_mmr_rerank,bm25,24,50,bm25_only,47,43,4,0,34,40,0.914893617021,0.0851063829787,0.723404255319,0.851063829787
direct_mmr_rerank,bm25,25,50,shared,2,2,0,0,1,1,1,0,0.5,0.5
direct_mmr_rerank,bm25,25,50,method_only,48,19,29,0,5,8,0.395833333333,0.604166666667,0.104166666667,0.166666666667
direct_mmr_rerank,bm25,25,50,bm25_only,48,29,19,0,5,7,0.604166666667,0.395833333333,0.104166666667,0.145833333333
direct_mmr_rerank,bm25,26,50,shared,2,2,0,0,1,1,1,0,0.5,0.5
direct_mmr_rerank,bm25,26,50,method_only,48,15,33,0,11,11,0.3125,0.6875,0.229166666667,0.229166666667
direct_mmr_rerank,bm25,26,50,bm25_only,48,33,15,0,23,25,0.6875,0.3125,0.479166666667,0.520833333333
direct_mmr_rerank,bm25,27,50,shared,2,2,0,0,2,2,1,0,1,1
direct_mmr_rerank,bm25,27,50,method_only,48,11,37,0,3,8,0.229166666667,0.770833333333,0.0625,0.166666666667
direct_mmr_rerank,bm25,27,50,bm25_only,48,44,4,0,33,42,0.916666666667,0.0833333333333,0.6875,0.875
direct_mmr_rerank,bm25,28,50,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,28,50,method_only,50,13,37,0,8,9,0.26,0.74,0.16,0.18
direct_mmr_rerank,bm25,28,50,bm25_only,50,46,4,0,39,40,0.92,0.08,0.78,0.8
direct_mmr_rerank,bm25,29,50,shared,4,4,0,0,1,2,1,0,0.25,0.5
direct_mmr_rerank,bm25,29,50,method_only,46,20,26,0,5,9,0.434782608696,0.565217391304,0.108695652174,0.195652173913
direct_mmr_rerank,bm25,29,50,bm25_only,46,46,0,0,26,38,1,0,0.565217391304,0.826086956522
direct_mmr_rerank,bm25,30,50,shared,1,1,0,0,0,1,1,0,0,1
direct_mmr_rerank,bm25,30,50,method_only,49,11,38,0,6,8,0.224489795918,0.775510204082,0.122448979592,0.163265306122
direct_mmr_rerank,bm25,30,50,bm25_only,49,47,2,0,38,47,0.959183673469,0.0408163265306,0.775510204082,0.959183673469
direct_mmr_rerank,bm25,31,50,shared,6,5,1,0,0,1,0.833333333333,0.166666666667,0,0.166666666667
direct_mmr_rerank,bm25,31,50,method_only,44,12,32,0,0,0,0.272727272727,0.727272727273,0,0
direct_mmr_rerank,bm25,31,50,bm25_only,44,44,0,0,4,9,1,0,0.0909090909091,0.204545454545
direct_mmr_rerank,bm25,32,50,shared,10,10,0,0,2,3,1,0,0.2,0.3
direct_mmr_rerank,bm25,32,50,method_only,40,3,37,0,0,0,0.075,0.925,0,0
direct_mmr_rerank,bm25,32,50,bm25_only,40,40,0,0,10,13,1,0,0.25,0.325
direct_mmr_rerank,bm25,33,50,shared,3,3,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,33,50,method_only,47,15,32,0,1,2,0.31914893617,0.68085106383,0.0212765957447,0.0425531914894
direct_mmr_rerank,bm25,33,50,bm25_only,47,44,3,0,21,31,0.936170212766,0.063829787234,0.446808510638,0.659574468085
direct_mmr_rerank,bm25,34,50,shared,4,1,3,0,0,0,0.25,0.75,0,0
direct_mmr_rerank,bm25,34,50,method_only,46,11,35,0,2,2,0.239130434783,0.760869565217,0.0434782608696,0.0434782608696
direct_mmr_rerank,bm25,34,50,bm25_only,46,22,24,0,6,9,0.478260869565,0.521739130435,0.130434782609,0.195652173913
direct_mmr_rerank,bm25,35,50,shared,4,3,1,0,0,0,0.75,0.25,0,0
direct_mmr_rerank,bm25,35,50,method_only,46,12,34,0,2,3,0.260869565217,0.739130434783,0.0434782608696,0.0652173913043
direct_mmr_rerank,bm25,35,50,bm25_only,46,43,3,0,23,25,0.934782608696,0.0652173913043,0.5,0.54347826087
direct_mmr_rerank,bm25,36,50,shared,1,1,0,0,0,1,1,0,0,1
direct_mmr_rerank,bm25,36,50,method_only,49,20,29,0,11,13,0.408163265306,0.591836734694,0.224489795918,0.265306122449
direct_mmr_rerank,bm25,36,50,bm25_only,49,49,0,0,42,44,1,0,0.857142857143,0.897959183673
direct_mmr_rerank,bm25,37,50,shared,0,0,0,0,0,0,,,,
direct_mmr_rerank,bm25,37,50,method_only,50,21,29,0,6,8,0.42,0.58,0.12,0.16
direct_mmr_rerank,bm25,37,50,bm25_only,50,50,0,0,25,42,1,0,0.5,0.84
direct_mmr_rerank,bm25,38,50,shared,9,8,1,0,1,1,0.888888888889,0.111111111111,0.111111111111,0.111111111111
direct_mmr_rerank,bm25,38,50,method_only,41,22,19,0,2,13,0.536585365854,0.463414634146,0.0487804878049,0.317073170732
direct_mmr_rerank,bm25,38,50,bm25_only,41,37,4,0,17,26,0.90243902439,0.0975609756098,0.414634146341,0.634146341463
direct_mmr_rerank,bm25,39,50,shared,1,1,0,0,1,1,1,0,1,1
direct_mmr_rerank,bm25,39,50,method_only,49,21,28,0,8,15,0.428571428571,0.571428571429,0.163265306122,0.30612244898
direct_mmr_rerank,bm25,39,50,bm25_only,49,49,0,0,37,48,1,0,0.755102040816,0.979591836735
direct_mmr_rerank,bm25,40,50,shared,1,1,0,0,1,1,1,0,1,1
direct_mmr_rerank,bm25,40,50,method_only,49,27,22,0,7,10,0.551020408163,0.448979591837,0.142857142857,0.204081632653
direct_mmr_rerank,bm25,40,50,bm25_only,49,49,0,0,45,49,1,0,0.918367346939,1
direct_mmr_rerank,bm25,41,50,shared,3,3,0,0,0,0,1,0,0,0
