method,query_id,k,bm25_candidate_depth,stratum,n_pairs,n_judged,n_unjudged,retrieved_fraction,judged_fraction
direct_mmr_rerank,8,20,1000,outside_bm25_top1000,1,1,0,0.05,1
direct_mmr_rerank,9,20,1000,in_bm25_top1000,20,2,18,1,0.1
direct_mmr_rerank,9,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,10,20,1000,in_bm25_top1000,20,4,16,1,0.2
direct_mmr_rerank,10,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,11,20,1000,in_bm25_top1000,18,7,11,0.9,0.388888888889
direct_mmr_rerank,11,20,1000,outside_bm25_top1000,2,0,2,0.1,0
direct_mmr_rerank,12,20,1000,in_bm25_top1000,18,4,14,0.9,0.222222222222
direct_mmr_rerank,12,20,1000,outside_bm25_top1000,2,2,0,0.1,1
direct_mmr_rerank,13,20,1000,in_bm25_top1000,18,5,13,0.9,0.277777777778
direct_mmr_rerank,13,20,1000,outside_bm25_top1000,2,0,2,0.1,0
direct_mmr_rerank,14,20,1000,in_bm25_top1000,16,10,6,0.8,0.625
direct_mmr_rerank,14,20,1000,outside_bm25_top1000,4,0,4,0.2,0
direct_mmr_rerank,15,20,1000,in_bm25_top1000,15,5,10,0.75,0.333333333333
direct_mmr_rerank,15,20,1000,outside_bm25_top1000,5,1,4,0.25,0.2
direct_mmr_rerank,16,20,1000,in_bm25_top1000,17,5,12,0.85,0.294117647059
direct_mmr_rerank,16,20,1000,outside_bm25_top1000,3,0,3,0.15,0
direct_mmr_rerank,17,20,1000,in_bm25_top1000,20,5,15,1,0.25
direct_mmr_rerank,17,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,18,20,1000,in_bm25_top1000,19,5,14,0.95,0.263157894737
direct_mmr_rerank,18,20,1000,outside_bm25_top1000,1,0,1,0.05,0
direct_mmr_rerank,19,20,1000,in_bm25_top1000,17,7,10,0.85,0.411764705882
direct_mmr_rerank,19,20,1000,outside_bm25_top1000,3,1,2,0.15,0.333333333333
direct_mmr_rerank,20,20,1000,in_bm25_top1000,20,9,11,1,0.45
direct_mmr_rerank,20,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,21,20,1000,in_bm25_top1000,14,2,12,0.7,0.142857142857
direct_mmr_rerank,21,20,1000,outside_bm25_top1000,6,0,6,0.3,0
direct_mmr_rerank,22,20,1000,in_bm25_top1000,20,3,17,1,0.15
direct_mmr_rerank,22,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,23,20,1000,in_bm25_top1000,20,4,16,1,0.2
direct_mmr_rerank,23,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,24,20,1000,in_bm25_top1000,20,4,16,1,0.2
direct_mmr_rerank,24,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,25,20,1000,in_bm25_top1000,19,8,11,0.95,0.421052631579
direct_mmr_rerank,25,20,1000,outside_bm25_top1000,1,1,0,0.05,1
direct_mmr_rerank,26,20,1000,in_bm25_top1000,19,7,12,0.95,0.368421052632
direct_mmr_rerank,26,20,1000,outside_bm25_top1000,1,0,1,0.05,0
direct_mmr_rerank,27,20,1000,in_bm25_top1000,20,6,14,1,0.3
direct_mmr_rerank,27,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,28,20,1000,in_bm25_top1000,20,7,13,1,0.35
direct_mmr_rerank,28,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,29,20,1000,in_bm25_top1000,20,11,9,1,0.55
direct_mmr_rerank,29,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,30,20,1000,in_bm25_top1000,20,3,17,1,0.15
direct_mmr_rerank,30,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,31,20,1000,in_bm25_top1000,19,8,11,0.95,0.421052631579
direct_mmr_rerank,31,20,1000,outside_bm25_top1000,1,0,1,0.05,0
direct_mmr_rerank,32,20,1000,in_bm25_top1000,14,10,4,0.7,0.714285714286
direct_mmr_rerank,32,20,1000,outside_bm25_top1000,6,0,6,0.3,0
direct_mmr_rerank,33,20,1000,in_bm25_top1000,17,5,12,0.85,0.294117647059
direct_mmr_rerank,33,20,1000,outside_bm25_top1000,3,1,2,0.15,0.333333333333
direct_mmr_rerank,34,20,1000,in_bm25_top1000,19,3,16,0.95,0.157894736842
direct_mmr_rerank,34,20,1000,outside_bm25_top1000,1,0,1,0.05,0
direct_mmr_rerank,35,20,1000,in_bm25_top1000,19,6,13,0.95,0.315789473684
direct_mmr_rerank,35,20,1000,outside_bm25_top1000,1,1,0,0.05,1
direct_mmr_rerank,36,20,1000,in_bm25_top1000,16,6,10,0.8,0.375
direct_mmr_rerank,36,20,1000,outside_bm25_top1000,4,1,3,0.2,0.25
direct_mmr_rerank,37,20,1000,in_bm25_top1000,20,6,14,1,0.3
direct_mmr_rerank,37,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,38,20,1000,in_bm25_top1000,19,8,11,0.95,0.421052631579
direct_mmr_rerank,38,20,1000,outside_bm25_top1000,1,1,0,0.05,1
direct_mmr_rerank,39,20,1000,in_bm25_top1000,20,11,9,1,0.55
direct_mmr_rerank,39,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,40,20,1000,in_bm25_top1000,18,12,6,0.9,0.666666666667
direct_mmr_rerank,40,20,1000,outside_bm25_top1000,2,1,1,0.1,0.5
direct_mmr_rerank,41,20,1000,in_bm25_top1000,20,8,12,1,0.4
direct_mmr_rerank,41,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,42,20,1000,in_bm25_top1000,20,5,15,1,0.25
direct_mmr_rerank,42,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,43,20,1000,in_bm25_top1000,17,12,5,0.85,0.705882352941
direct_mmr_rerank,43,20,1000,outside_bm25_top1000,3,1,2,0.15,0.333333333333
direct_mmr_rerank,44,20,1000,in_bm25_top1000,18,7,11,0.9,0.388888888889
direct_mmr_rerank,44,20,1000,outside_bm25_top1000,2,0,2,0.1,0
direct_mmr_rerank,45,20,1000,in_bm25_top1000,20,12,8,1,0.6
direct_mmr_rerank,45,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,46,20,1000,in_bm25_top1000,20,12,8,1,0.6
direct_mmr_rerank,46,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,47,20,1000,in_bm25_top1000,19,5,14,0.95,0.263157894737
direct_mmr_rerank,47,20,1000,outside_bm25_top1000,1,0,1,0.05,0
direct_mmr_rerank,48,20,1000,in_bm25_top1000,20,4,16,1,0.2
direct_mmr_rerank,48,20,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,49,20,1000,in_bm25_top1000,16,6,10,0.8,0.375
direct_mmr_rerank,49,20,1000,outside_bm25_top1000,4,1,3,0.2,0.25
direct_mmr_rerank,50,20,1000,in_bm25_top1000,19,11,8,0.95,0.578947368421
direct_mmr_rerank,50,20,1000,outside_bm25_top1000,1,1,0,0.05,1
direct_mmr_rerank,1,50,1000,in_bm25_top1000,49,9,40,0.98,0.183673469388
direct_mmr_rerank,1,50,1000,outside_bm25_top1000,1,0,1,0.02,0
direct_mmr_rerank,2,50,1000,in_bm25_top1000,35,15,20,0.7,0.428571428571
direct_mmr_rerank,2,50,1000,outside_bm25_top1000,15,1,14,0.3,0.0666666666667
direct_mmr_rerank,3,50,1000,in_bm25_top1000,48,15,33,0.96,0.3125
direct_mmr_rerank,3,50,1000,outside_bm25_top1000,2,0,2,0.04,0
direct_mmr_rerank,4,50,1000,in_bm25_top1000,47,9,38,0.94,0.191489361702
direct_mmr_rerank,4,50,1000,outside_bm25_top1000,3,1,2,0.06,0.333333333333
direct_mmr_rerank,5,50,1000,in_bm25_top1000,40,12,28,0.8,0.3
direct_mmr_rerank,5,50,1000,outside_bm25_top1000,10,2,8,0.2,0.2
direct_mmr_rerank,6,50,1000,in_bm25_top1000,43,18,25,0.86,0.418604651163
direct_mmr_rerank,6,50,1000,outside_bm25_top1000,7,3,4,0.14,0.428571428571
direct_mmr_rerank,7,50,1000,in_bm25_top1000,42,12,30,0.84,0.285714285714
direct_mmr_rerank,7,50,1000,outside_bm25_top1000,8,0,8,0.16,0
direct_mmr_rerank,8,50,1000,in_bm25_top1000,43,16,27,0.86,0.372093023256
direct_mmr_rerank,8,50,1000,outside_bm25_top1000,7,1,6,0.14,0.142857142857
direct_mmr_rerank,9,50,1000,in_bm25_top1000,50,8,42,1,0.16
direct_mmr_rerank,9,50,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,10,50,1000,in_bm25_top1000,47,12,35,0.94,0.255319148936
direct_mmr_rerank,10,50,1000,outside_bm25_top1000,3,0,3,0.06,0
direct_mmr_rerank,11,50,1000,in_bm25_top1000,45,16,29,0.9,0.355555555556
direct_mmr_rerank,11,50,1000,outside_bm25_top1000,5,1,4,0.1,0.2
direct_mmr_rerank,12,50,1000,in_bm25_top1000,43,11,32,0.86,0.255813953488
direct_mmr_rerank,12,50,1000,outside_bm25_top1000,7,3,4,0.14,0.428571428571
direct_mmr_rerank,13,50,1000,in_bm25_top1000,43,15,28,0.86,0.348837209302
direct_mmr_rerank,13,50,1000,outside_bm25_top1000,7,1,6,0.14,0.142857142857
direct_mmr_rerank,14,50,1000,in_bm25_top1000,32,21,11,0.64,0.65625
direct_mmr_rerank,14,50,1000,outside_bm25_top1000,18,0,18,0.36,0
direct_mmr_rerank,15,50,1000,in_bm25_top1000,33,13,20,0.66,0.393939393939
direct_mmr_rerank,15,50,1000,outside_bm25_top1000,17,3,14,0.34,0.176470588235
direct_mmr_rerank,16,50,1000,in_bm25_top1000,40,12,28,0.8,0.3
direct_mmr_rerank,16,50,1000,outside_bm25_top1000,10,3,7,0.2,0.3
direct_mmr_rerank,17,50,1000,in_bm25_top1000,47,13,34,0.94,0.276595744681
direct_mmr_rerank,17,50,1000,outside_bm25_top1000,3,0,3,0.06,0
direct_mmr_rerank,18,50,1000,in_bm25_top1000,43,15,28,0.86,0.348837209302
direct_mmr_rerank,18,50,1000,outside_bm25_top1000,7,0,7,0.14,0
direct_mmr_rerank,19,50,1000,in_bm25_top1000,44,16,28,0.88,0.363636363636
direct_mmr_rerank,19,50,1000,outside_bm25_top1000,6,3,3,0.12,0.5
direct_mmr_rerank,20,50,1000,in_bm25_top1000,48,17,31,0.96,0.354166666667
direct_mmr_rerank,20,50,1000,outside_bm25_top1000,2,0,2,0.04,0
direct_mmr_rerank,21,50,1000,in_bm25_top1000,35,8,27,0.7,0.228571428571
direct_mmr_rerank,21,50,1000,outside_bm25_top1000,15,2,13,0.3,0.133333333333
direct_mmr_rerank,22,50,1000,in_bm25_top1000,50,12,38,1,0.24
direct_mmr_rerank,22,50,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,23,50,1000,in_bm25_top1000,49,7,42,0.98,0.142857142857
direct_mmr_rerank,23,50,1000,outside_bm25_top1000,1,0,1,0.02,0
direct_mmr_rerank,24,50,1000,in_bm25_top1000,49,15,34,0.98,0.30612244898
direct_mmr_rerank,24,50,1000,outside_bm25_top1000,1,0,1,0.02,0
direct_mmr_rerank,25,50,1000,in_bm25_top1000,41,19,22,0.82,0.463414634146
direct_mmr_rerank,25,50,1000,outside_bm25_top1000,9,2,7,0.18,0.222222222222
direct_mmr_rerank,26,50,1000,in_bm25_top1000,37,13,24,0.74,0.351351351351
direct_mmr_rerank,26,50,1000,outside_bm25_top1000,13,4,9,0.26,0.307692307692
direct_mmr_rerank,27,50,1000,in_bm25_top1000,48,13,35,0.96,0.270833333333
direct_mmr_rerank,27,50,1000,outside_bm25_top1000,2,0,2,0.04,0
direct_mmr_rerank,28,50,1000,in_bm25_top1000,46,12,34,0.92,0.260869565217
direct_mmr_rerank,28,50,1000,outside_bm25_top1000,4,1,3,0.08,0.25
direct_mmr_rerank,29,50,1000,in_bm25_top1000,48,23,25,0.96,0.479166666667
direct_mmr_rerank,29,50,1000,outside_bm25_top1000,2,1,1,0.04,0.5
direct_mmr_rerank,30,50,1000,in_bm25_top1000,44,12,32,0.88,0.272727272727
direct_mmr_rerank,30,50,1000,outside_bm25_top1000,6,0,6,0.12,0
direct_mmr_rerank,31,50,1000,in_bm25_top1000,48,17,31,0.96,0.354166666667
direct_mmr_rerank,31,50,1000,outside_bm25_top1000,2,0,2,0.04,0
direct_mmr_rerank,32,50,1000,in_bm25_top1000,27,13,14,0.54,0.481481481481
direct_mmr_rerank,32,50,1000,outside_bm25_top1000,23,0,23,0.46,0
direct_mmr_rerank,33,50,1000,in_bm25_top1000,40,17,23,0.8,0.425
direct_mmr_rerank,33,50,1000,outside_bm25_top1000,10,1,9,0.2,0.1
direct_mmr_rerank,34,50,1000,in_bm25_top1000,42,11,31,0.84,0.261904761905
direct_mmr_rerank,34,50,1000,outside_bm25_top1000,8,1,7,0.16,0.125
direct_mmr_rerank,35,50,1000,in_bm25_top1000,49,14,35,0.98,0.285714285714
direct_mmr_rerank,35,50,1000,outside_bm25_top1000,1,1,0,0.02,1
direct_mmr_rerank,36,50,1000,in_bm25_top1000,41,19,22,0.82,0.463414634146
direct_mmr_rerank,36,50,1000,outside_bm25_top1000,9,2,7,0.18,0.222222222222
direct_mmr_rerank,37,50,1000,in_bm25_top1000,46,20,26,0.92,0.434782608696
direct_mmr_rerank,37,50,1000,outside_bm25_top1000,4,1,3,0.08,0.25
direct_mmr_rerank,38,50,1000,in_bm25_top1000,47,29,18,0.94,0.617021276596
direct_mmr_rerank,38,50,1000,outside_bm25_top1000,3,1,2,0.06,0.333333333333
direct_mmr_rerank,39,50,1000,in_bm25_top1000,48,22,26,0.96,0.458333333333
direct_mmr_rerank,39,50,1000,outside_bm25_top1000,2,0,2,0.04,0
direct_mmr_rerank,40,50,1000,in_bm25_top1000,48,27,21,0.96,0.5625
direct_mmr_rerank,40,50,1000,outside_bm25_top1000,2,1,1,0.04,0.5
direct_mmr_rerank,41,50,1000,in_bm25_top1000,46,18,28,0.92,0.391304347826
direct_mmr_rerank,41,50,1000,outside_bm25_top1000,4,0,4,0.08,0
direct_mmr_rerank,42,50,1000,in_bm25_top1000,47,13,34,0.94,0.276595744681
direct_mmr_rerank,42,50,1000,outside_bm25_top1000,3,0,3,0.06,0
direct_mmr_rerank,43,50,1000,in_bm25_top1000,40,29,11,0.8,0.725
direct_mmr_rerank,43,50,1000,outside_bm25_top1000,10,4,6,0.2,0.4
direct_mmr_rerank,44,50,1000,in_bm25_top1000,35,12,23,0.7,0.342857142857
direct_mmr_rerank,44,50,1000,outside_bm25_top1000,15,3,12,0.3,0.2
direct_mmr_rerank,45,50,1000,in_bm25_top1000,50,25,25,1,0.5
direct_mmr_rerank,45,50,1000,outside_bm25_top1000,0,0,0,0,
direct_mmr_rerank,46,50,1000,in_bm25_top1000,43,18,25,0.86,0.418604651163
direct_mmr_rerank,46,50,1000,outside_bm25_top1000,7,0,7,0.14,0
direct_mmr_rerank,47,50,1000,in_bm25_top1000,41,12,29,0.82,0.292682926829
direct_mmr_rerank,47,50,1000,outside_bm25_top1000,9,2,7,0.18,0.222222222222
direct_mmr_rerank,48,50,1000,in_bm25_top1000,46,11,35,0.92,0.239130434783
direct_mmr_rerank,48,50,1000,outside_bm25_top1000,4,1,3,0.08,0.25
direct_mmr_rerank,49,50,1000,in_bm25_top1000,41,13,28,0.82,0.317073170732
direct_mmr_rerank,49,50,1000,outside_bm25_top1000,9,3,6,0.18,0.333333333333
direct_mmr_rerank,50,50,1000,in_bm25_top1000,44,23,21,0.88,0.522727272727
direct_mmr_rerank,50,50,1000,outside_bm25_top1000,6,2,4,0.12,0.333333333333
direct_mmr_rerank,1,100,1000,in_bm25_top1000,94,19,75,0.94,0.202127659574
direct_mmr_rerank,1,100,1000,outside_bm25_top1000,6,1,5,0.06,0.166666666667
direct_mmr_rerank,2,100,1000,in_bm25_top1000,65,25,40,0.65,0.384615384615
direct_mmr_rerank,2,100,1000,outside_bm25_top1000,35,4,31,0.35,0.114285714286
direct_mmr_rerank,3,100,1000,in_bm25_top1000,95,30,65,0.95,0.315789473684
direct_mmr_rerank,3,100,1000,outside_bm25_top1000,5,0,5,0.05,0
direct_mmr_rerank,4,100,1000,in_bm25_top1000,87,21,66,0.87,0.241379310345
direct_mmr_rerank,4,100,1000,outside_bm25_top1000,13,2,11,0.13,0.153846153846
direct_mmr_rerank,5,100,1000,in_bm25_top1000,69,25,44,0.69,0.36231884058
direct_mmr_rerank,5,100,1000,outside_bm25_top1000,31,4,27,0.31,0.129032258065
direct_mmr_rerank,6,100,1000,in_bm25_top1000,79,34,45,0.79,0.430379746835
direct_mmr_rerank,6,100,1000,outside_bm25_top1000,21,6,15,0.21,0.285714285714
direct_mmr_rerank,7,100,1000,in_bm25_top1000,82,35,47,0.82,0.426829268293
direct_mmr_rerank,7,100,1000,outside_bm25_top1000,18,3,15,0.18,0.166666666667
direct_mmr_rerank,8,100,1000,in_bm25_top1000,78,23,55,0.78,0.294871794872
direct_mmr_rerank,8,100,1000,outside_bm25_top1000,22,3,19,0.22,0.136363636364
direct_mmr_rerank,9,100,1000,in_bm25_top1000,96,22,74,0.96,0.229166666667
direct_mmr_rerank,9,100,1000,outside_bm25_top1000,4,0,4,0.04,0
direct_mmr_rerank,10,100,1000,in_bm25_top1000,89,29,60,0.89,0.325842696629
direct_mmr_rerank,10,100,1000,outside_bm25_top1000,11,3,8,0.11,0.272727272727
direct_mmr_rerank,11,100,1000,in_bm25_top1000,87,33,54,0.87,0.379310344828
direct_mmr_rerank,11,100,1000,outside_bm25_top1000,13,2,11,0.13,0.153846153846
direct_mmr_rerank,12,100,1000,in_bm25_top1000,84,23,61,0.84,0.27380952381
direct_mmr_rerank,12,100,1000,outside_bm25_top1000,16,4,12,0.16,0.25
direct_mmr_rerank,13,100,1000,in_bm25_top1000,80,25,55,0.8,0.3125
direct_mmr_rerank,13,100,1000,outside_bm25_top1000,20,5,15,0.2,0.25
direct_mmr_rerank,14,100,1000,in_bm25_top1000,54,34,20,0.54,0.62962962963
direct_mmr_rerank,14,100,1000,outside_bm25_top1000,46,2,44,0.46,0.0434782608696
direct_mmr_rerank,15,100,1000,in_bm25_top1000,57,22,35,0.57,0.385964912281
direct_mmr_rerank,15,100,1000,outside_bm25_top1000,43,6,37,0.43,0.139534883721
direct_mmr_rerank,16,100,1000,in_bm25_top1000,73,25,48,0.73,0.342465753425
direct_mmr_rerank,16,100,1000,outside_bm25_top1000,27,10,17,0.27,0.37037037037
direct_mmr_rerank,17,100,1000,in_bm25_top1000,84,23,61,0.84,0.27380952381
direct_mmr_rerank,17,100,1000,outside_bm25_top1000,16,1,15,0.16,0.0625
direct_mmr_rerank,18,100,1000,in_bm25_top1000,82,31,51,0.82,0.378048780488
direct_mmr_rerank,18,100,1000,outside_bm25_top1000,18,3,15,0.18,0.166666666667
direct_mmr_rerank,19,100,1000,in_bm25_top1000,82,31,51,0.82,0.378048780488
direct_mmr_rerank,19,100,1000,outside_bm25_top1000,18,6,12,0.18,0.333333333333
direct_mmr_rerank,20,100,1000,in_bm25_top1000,90,35,55,0.9,0.388888888889
direct_mmr_rerank,20,100,1000,outside_bm25_top1000,10,2,8,0.1,0.2
direct_mmr_rerank,21,100,1000,in_bm25_top1000,74,21,53,0.74,0.283783783784
direct_mmr_rerank,21,100,1000,outside_bm25_top1000,26,5,21,0.26,0.192307692308
direct_mmr_rerank,22,100,1000,in_bm25_top1000,95,23,72,0.95,0.242105263158
direct_mmr_rerank,22,100,1000,outside_bm25_top1000,5,0,5,0.05,0
direct_mmr_rerank,23,100,1000,in_bm25_top1000,87,13,74,0.87,0.149425287356
direct_mmr_rerank,23,100,1000,outside_bm25_top1000,13,2,11,0.13,0.153846153846
direct_mmr_rerank,24,100,1000,in_bm25_top1000,82,28,54,0.82,0.341463414634
direct_mmr_rerank,24,100,1000,outside_bm25_top1000,18,3,15,0.18,0.166666666667
direct_mmr_rerank,25,100,1000,in_bm25_top1000,78,36,42,0.78,0.461538461538
direct_mmr_rerank,25,100,1000,outside_bm25_top1000,22,6,16,0.22,0.272727272727
direct_mmr_rerank,26,100,1000,in_bm25_top1000,78,20,58,0.78,0.25641025641
direct_mmr_rerank,26,100,1000,outside_bm25_top1000,22,5,17,0.22,0.227272727273
direct_mmr_rerank,27,100,1000,in_bm25_top1000,91,27,64,0.91,0.296703296703
direct_mmr_rerank,27,100,1000,outside_bm25_top1000,9,1,8,0.09,0.111111111111
direct_mmr_rerank,28,100,1000,in_bm25_top1000,86,25,61,0.86,0.290697674419
direct_mmr_rerank,28,100,1000,outside_bm25_top1000,14,4,10,0.14,0.285714285714
direct_mmr_rerank,29,100,1000,in_bm25_top1000,91,38,53,0.91,0.417582417582
direct_mmr_rerank,29,100,1000,outside_bm25_top1000,9,4,5,0.09,0.444444444444
direct_mmr_rerank,30,100,1000,in_bm25_top1000,84,24,60,0.84,0.285714285714
direct_mmr_rerank,30,100,1000,outside_bm25_top1000,16,1,15,0.16,0.0625
direct_mmr_rerank,31,100,1000,in_bm25_top1000,93,36,57,0.93,0.387096774194
direct_mmr_rerank,31,100,1000,outside_bm25_top1000,7,1,6,0.07,0.142857142857
direct_mmr_rerank,32,100,1000,in_bm25_top1000,43,19,24,0.43,0.441860465116
direct_mmr_rerank,32,100,1000,outside_bm25_top1000,57,0,57,0.57,0
direct_mmr_rerank,33,100,1000,in_bm25_top1000,74,27,47,0.74,0.364864864865
direct_mmr_rerank,33,100,1000,outside_bm25_top1000,26,5,21,0.26,0.192307692308
direct_mmr_rerank,34,100,1000,in_bm25_top1000,79,18,61,0.79,0.227848101266
direct_mmr_rerank,34,100,1000,outside_bm25_top1000,21,3,18,0.21,0.142857142857
direct_mmr_rerank,35,100,1000,in_bm25_top1000,87,28,59,0.87,0.32183908046
direct_mmr_rerank,35,100,1000,outside_bm25_top1000,13,4,9,0.13,0.307692307692
direct_mmr_rerank,36,100,1000,in_bm25_top1000,77,42,35,0.77,0.545454545455
direct_mmr_rerank,36,100,1000,outside_bm25_top1000,23,9,14,0.23,0.391304347826
direct_mmr_rerank,37,100,1000,in_bm25_top1000,87,42,45,0.87,0.48275862069
direct_mmr_rerank,37,100,1000,outside_bm25_top1000,13,4,9,0.13,0.307692307692
direct_mmr_rerank,38,100,1000,in_bm25_top1000,89,50,39,0.89,0.561797752809
direct_mmr_rerank,38,100,1000,outside_bm25_top1000,11,7,4,0.11,0.636363636364
direct_mmr_rerank,39,100,1000,in_bm25_top1000,94,55,39,0.94,0.585106382979
direct_mmr_rerank,39,100,1000,outside_bm25_top1000,6,2,4,0.06,0.333333333333
direct_mmr_rerank,40,100,1000,in_bm25_top1000,94,52,42,0.94,0.553191489362
direct_mmr_rerank,40,100,1000,outside_bm25_top1000,6,2,4,0.06,0.333333333333
direct_mmr_rerank,41,100,1000,in_bm25_top1000,83,34,49,0.83,0.409638554217
direct_mmr_rerank,41,100,1000,outside_bm25_top1000,17,3,14,0.17,0.176470588235
direct_mmr_rerank,42,100,1000,in_bm25_top1000,89,38,51,0.89,0.426966292135
direct_mmr_rerank,42,100,1000,outside_bm25_top1000,11,3,8,0.11,0.272727272727
direct_mmr_rerank,43,100,1000,in_bm25_top1000,68,48,20,0.68,0.705882352941
direct_mmr_rerank,43,100,1000,outside_bm25_top1000,32,4,28,0.32,0.125
direct_mmr_rerank,44,100,1000,in_bm25_top1000,66,31,35,0.66,0.469696969697
direct_mmr_rerank,44,100,1000,outside_bm25_top1000,34,6,28,0.34,0.176470588235
direct_mmr_rerank,45,100,1000,in_bm25_top1000,88,44,44,0.88,0.5
direct_mmr_rerank,45,100,1000,outside_bm25_top1000,12,1,11,0.12,0.0833333333333
direct_mmr_rerank,46,100,1000,in_bm25_top1000,80,32,48,0.8,0.4
direct_mmr_rerank,46,100,1000,outside_bm25_top1000,20,1,19,0.2,0.05
direct_mmr_rerank,47,100,1000,in_bm25_top1000,76,27,49,0.76,0.355263157895
direct_mmr_rerank,47,100,1000,outside_bm25_top1000,24,7,17,0.24,0.291666666667
direct_mmr_rerank,48,100,1000,in_bm25_top1000,83,20,63,0.83,0.240963855422
direct_mmr_rerank,48,100,1000,outside_bm25_top1000,17,5,12,0.17,0.294117647059
direct_mmr_rerank,49,100,1000,in_bm25_top1000,75,27,48,0.75,0.36
direct_mmr_rerank,49,100,1000,outside_bm25_top1000,25,6,19,0.25,0.24
direct_mmr_rerank,50,100,1000,in_bm25_top1000,83,37,46,0.83,0.44578313253
direct_mmr_rerank,50,100,1000,outside_bm25_top1000,17,7,10,0.17,0.411764705882
direct_mmr_rerank,1,1000,1000,in_bm25_top1000,754,311,443,0.754,0.412466843501
direct_mmr_rerank,1,1000,1000,outside_bm25_top1000,246,30,216,0.246,0.121951219512
direct_mmr_rerank,2,1000,1000,in_bm25_top1000,449,179,270,0.449,0.398663697105
direct_mmr_rerank,2,1000,1000,outside_bm25_top1000,551,60,491,0.551,0.10889292196
direct_mmr_rerank,3,1000,1000,in_bm25_top1000,767,365,402,0.767,0.475880052151
direct_mmr_rerank,3,1000,1000,outside_bm25_top1000,233,55,178,0.233,0.236051502146
direct_mmr_rerank,4,1000,1000,in_bm25_top1000,797,278,519,0.797,0.348808030113
direct_mmr_rerank,4,1000,1000,outside_bm25_top1000,203,49,154,0.203,0.241379310345
direct_mmr_rerank,5,1000,1000,in_bm25_top1000,765,374,391,0.765,0.488888888889
direct_mmr_rerank,5,1000,1000,outside_bm25_top1000,235,51,184,0.235,0.217021276596
direct_mmr_rerank,6,1000,1000,in_bm25_top1000,657,339,318,0.657,0.51598173516
direct_mmr_rerank,6,1000,1000,outside_bm25_top1000,343,96,247,0.343,0.279883381924
direct_mmr_rerank,7,1000,1000,in_bm25_top1000,775,465,310,0.775,0.6
direct_mmr_rerank,7,1000,1000,outside_bm25_top1000,225,80,145,0.225,0.355555555556
direct_mmr_rerank,8,1000,1000,in_bm25_top1000,594,229,365,0.594,0.385521885522
direct_mmr_rerank,8,1000,1000,outside_bm25_top1000,406,94,312,0.406,0.231527093596
direct_mmr_rerank,9,1000,1000,in_bm25_top1000,752,272,480,0.752,0.36170212766
direct_mmr_rerank,9,1000,1000,outside_bm25_top1000,248,24,224,0.248,0.0967741935484
direct_mmr_rerank,10,1000,1000,in_bm25_top1000,791,403,388,0.791,0.509481668774
direct_mmr_rerank,10,1000,1000,outside_bm25_top1000,209,65,144,0.209,0.311004784689
direct_mmr_rerank,11,1000,1000,in_bm25_top1000,800,336,464,0.8,0.42
direct_mmr_rerank,11,1000,1000,outside_bm25_top1000,200,30,170,0.2,0.15
direct_mmr_rerank,12,1000,1000,in_bm25_top1000,729,295,434,0.729,0.404663923182
direct_mmr_rerank,12,1000,1000,outside_bm25_top1000,271,55,216,0.271,0.20295202952
direct_mmr_rerank,13,1000,1000,in_bm25_top1000,744,339,405,0.744,0.45564516129
direct_mmr_rerank,13,1000,1000,outside_bm25_top1000,256,71,185,0.256,0.27734375
direct_mmr_rerank,14,1000,1000,in_bm25_top1000,320,183,137,0.32,0.571875
direct_mmr_rerank,14,1000,1000,outside_bm25_top1000,680,43,637,0.68,0.0632352941176
direct_mmr_rerank,15,1000,1000,in_bm25_top1000,418,144,274,0.418,0.344497607656
direct_mmr_rerank,15,1000,1000,outside_bm25_top1000,582,65,517,0.582,0.111683848797
direct_mmr_rerank,16,1000,1000,in_bm25_top1000,586,250,336,0.586,0.42662116041
direct_mmr_rerank,16,1000,1000,outside_bm25_top1000,414,117,297,0.414,0.282608695652
direct_mmr_rerank,17,1000,1000,in_bm25_top1000,812,401,411,0.812,0.493842364532
