method,baseline,query_id,k,n_shared,n_method_only,n_bm25_only,n_union,overlap_fraction,jaccard
direct_mmr,bm25,44,50,1,49,49,99,0.02,0.010101010101
direct_mmr,bm25,45,50,1,49,49,99,0.02,0.010101010101
direct_mmr,bm25,46,50,3,47,47,97,0.06,0.0309278350515
direct_mmr,bm25,47,50,1,49,49,99,0.02,0.010101010101
direct_mmr,bm25,48,50,0,50,50,100,0,0
direct_mmr,bm25,49,50,0,50,50,100,0,0
direct_mmr,bm25,50,50,2,48,48,98,0.04,0.0204081632653
direct_mmr,bm25,1,100,9,91,91,191,0.09,0.0471204188482
direct_mmr,bm25,2,100,9,91,91,191,0.09,0.0471204188482
direct_mmr,bm25,3,100,4,96,96,196,0.04,0.0204081632653
direct_mmr,bm25,4,100,3,97,97,197,0.03,0.0152284263959
direct_mmr,bm25,5,100,1,99,99,199,0.01,0.00502512562814
direct_mmr,bm25,6,100,4,96,96,196,0.04,0.0204081632653
direct_mmr,bm25,7,100,2,98,98,198,0.02,0.010101010101
direct_mmr,bm25,8,100,12,88,88,188,0.12,0.063829787234
direct_mmr,bm25,9,100,9,91,91,191,0.09,0.0471204188482
direct_mmr,bm25,10,100,1,99,99,199,0.01,0.00502512562814
direct_mmr,bm25,11,100,4,96,96,196,0.04,0.0204081632653
direct_mmr,bm25,12,100,7,93,93,193,0.07,0.0362694300518
direct_mmr,bm25,13,100,3,97,97,197,0.03,0.0152284263959
direct_mmr,bm25,14,100,6,94,94,194,0.06,0.0309278350515
direct_mmr,bm25,15,100,9,91,91,191,0.09,0.0471204188482
direct_mmr,bm25,16,100,14,86,86,186,0.14,0.0752688172043
direct_mmr,bm25,17,100,1,99,99,199,0.01,0.00502512562814
direct_mmr,bm25,18,100,1,99,99,199,0.01,0.00502512562814
direct_mmr,bm25,19,100,5,95,95,195,0.05,0.025641025641
direct_mmr,bm25,20,100,1,99,99,199,0.01,0.00502512562814
direct_mmr,bm25,21,100,4,96,96,196,0.04,0.0204081632653
direct_mmr,bm25,22,100,3,97,97,197,0.03,0.0152284263959
direct_mmr,bm25,23,100,2,98,98,198,0.02,0.010101010101
direct_mmr,bm25,24,100,3,97,97,197,0.03,0.0152284263959
direct_mmr,bm25,25,100,1,99,99,199,0.01,0.00502512562814
direct_mmr,bm25,26,100,0,100,100,200,0,0
direct_mmr,bm25,27,100,2,98,98,198,0.02,0.010101010101
direct_mmr,bm25,28,100,1,99,99,199,0.01,0.00502512562814
direct_mmr,bm25,29,100,1,99,99,199,0.01,0.00502512562814
direct_mmr,bm25,30,100,1,99,99,199,0.01,0.00502512562814
direct_mmr,bm25,31,100,4,96,96,196,0.04,0.0204081632653
direct_mmr,bm25,32,100,5,95,95,195,0.05,0.025641025641
direct_mmr,bm25,33,100,0,100,100,200,0,0
direct_mmr,bm25,34,100,8,92,92,192,0.08,0.0416666666667
direct_mmr,bm25,35,100,4,96,96,196,0.04,0.0204081632653
direct_mmr,bm25,36,100,0,100,100,200,0,0
direct_mmr,bm25,37,100,1,99,99,199,0.01,0.00502512562814
direct_mmr,bm25,38,100,4,96,96,196,0.04,0.0204081632653
direct_mmr,bm25,39,100,2,98,98,198,0.02,0.010101010101
direct_mmr,bm25,40,100,0,100,100,200,0,0
direct_mmr,bm25,41,100,6,94,94,194,0.06,0.0309278350515
direct_mmr,bm25,42,100,1,99,99,199,0.01,0.00502512562814
direct_mmr,bm25,43,100,6,94,94,194,0.06,0.0309278350515
direct_mmr,bm25,44,100,2,98,98,198,0.02,0.010101010101
direct_mmr,bm25,45,100,1,99,99,199,0.01,0.00502512562814
direct_mmr,bm25,46,100,8,92,92,192,0.08,0.0416666666667
direct_mmr,bm25,47,100,2,98,98,198,0.02,0.010101010101
direct_mmr,bm25,48,100,2,98,98,198,0.02,0.010101010101
direct_mmr,bm25,49,100,1,99,99,199,0.01,0.00502512562814
direct_mmr,bm25,50,100,4,96,96,196,0.04,0.0204081632653
direct_mmr,bm25,1,1000,231,769,769,1769,0.231,0.130582249859
direct_mmr,bm25,2,1000,171,829,829,1829,0.171,0.0934937124112
direct_mmr,bm25,3,1000,241,759,759,1759,0.241,0.137009664582
direct_mmr,bm25,4,1000,210,790,790,1790,0.21,0.117318435754
direct_mmr,bm25,5,1000,184,816,816,1816,0.184,0.101321585903
direct_mmr,bm25,6,1000,213,787,787,1787,0.213,0.11919418019
direct_mmr,bm25,7,1000,176,824,824,1824,0.176,0.0964912280702
direct_mmr,bm25,8,1000,189,811,811,1811,0.189,0.104362230812
direct_mmr,bm25,9,1000,339,661,661,1661,0.339,0.204093919326
direct_mmr,bm25,10,1000,258,742,742,1742,0.258,0.148105625718
direct_mmr,bm25,11,1000,218,782,782,1782,0.218,0.122334455668
direct_mmr,bm25,12,1000,215,785,785,1785,0.215,0.120448179272
direct_mmr,bm25,13,1000,231,769,769,1769,0.231,0.130582249859
direct_mmr,bm25,14,1000,141,859,859,1859,0.141,0.0758472296934
direct_mmr,bm25,15,1000,146,854,854,1854,0.146,0.0787486515642
direct_mmr,bm25,16,1000,204,796,796,1796,0.204,0.113585746102
direct_mmr,bm25,17,1000,234,766,766,1766,0.234,0.132502831257
direct_mmr,bm25,18,1000,259,741,741,1741,0.259,0.148765077542
direct_mmr,bm25,19,1000,241,759,759,1759,0.241,0.137009664582
direct_mmr,bm25,20,1000,269,731,731,1731,0.269,0.155401502022
direct_mmr,bm25,21,1000,196,804,804,1804,0.196,0.108647450111
direct_mmr,bm25,22,1000,246,754,754,1754,0.246,0.140250855188
direct_mmr,bm25,23,1000,238,762,762,1762,0.238,0.135073779796
direct_mmr,bm25,24,1000,265,735,735,1735,0.265,0.152737752161
direct_mmr,bm25,25,1000,185,815,815,1815,0.185,0.101928374656
direct_mmr,bm25,26,1000,201,799,799,1799,0.201,0.111728738188
direct_mmr,bm25,27,1000,205,795,795,1795,0.205,0.114206128134
direct_mmr,bm25,28,1000,239,761,761,1761,0.239,0.135718341851
direct_mmr,bm25,29,1000,246,754,754,1754,0.246,0.140250855188
direct_mmr,bm25,30,1000,242,758,758,1758,0.242,0.137656427759
direct_mmr,bm25,31,1000,287,713,713,1713,0.287,0.167542323409
direct_mmr,bm25,32,1000,116,884,884,1884,0.116,0.0615711252654
direct_mmr,bm25,33,1000,203,797,797,1797,0.203,0.112966054535
direct_mmr,bm25,34,1000,199,801,801,1801,0.199,0.110494169906
direct_mmr,bm25,35,1000,217,783,783,1783,0.217,0.121704991587
direct_mmr,bm25,36,1000,201,799,799,1799,0.201,0.111728738188
direct_mmr,bm25,37,1000,230,770,770,1770,0.23,0.129943502825
direct_mmr,bm25,38,1000,259,741,741,1741,0.259,0.148765077542
direct_mmr,bm25,39,1000,229,771,771,1771,0.229,0.129305477132
direct_mmr,bm25,40,1000,302,698,698,1698,0.302,0.177856301531
direct_mmr,bm25,41,1000,230,770,770,1770,0.23,0.129943502825
direct_mmr,bm25,42,1000,286,714,714,1714,0.286,0.166861143524
direct_mmr,bm25,43,1000,177,823,823,1823,0.177,0.0970927043335
direct_mmr,bm25,44,1000,248,752,752,1752,0.248,0.141552511416
direct_mmr,bm25,45,1000,214,786,786,1786,0.214,0.119820828667
direct_mmr,bm25,46,1000,211,789,789,1789,0.211,0.117942984908
direct_mmr,bm25,47,1000,235,765,765,1765,0.235,0.133144475921
direct_mmr,bm25,48,1000,270,730,730,1730,0.27,0.156069364162
direct_mmr,bm25,49,1000,196,804,804,1804,0.196,0.108647450111
direct_mmr,bm25,50,1000,219,781,781,1781,0.219,0.122964626614
direct_mmr_rerank,bm25,1,20,3,17,17,37,0.15,0.0810810810811
direct_mmr_rerank,bm25,2,20,3,17,17,37,0.15,0.0810810810811
direct_mmr_rerank,bm25,3,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,4,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,5,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,6,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,7,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,8,20,1,19,19,39,0.05,0.025641025641
direct_mmr_rerank,bm25,9,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,10,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,11,20,1,19,19,39,0.05,0.025641025641
direct_mmr_rerank,bm25,12,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,13,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,14,20,1,19,19,39,0.05,0.025641025641
direct_mmr_rerank,bm25,15,20,4,16,16,36,0.2,0.111111111111
direct_mmr_rerank,bm25,16,20,1,19,19,39,0.05,0.025641025641
direct_mmr_rerank,bm25,17,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,18,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,19,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,20,20,1,19,19,39,0.05,0.025641025641
direct_mmr_rerank,bm25,21,20,1,19,19,39,0.05,0.025641025641
direct_mmr_rerank,bm25,22,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,23,20,1,19,19,39,0.05,0.025641025641
direct_mmr_rerank,bm25,24,20,1,19,19,39,0.05,0.025641025641
direct_mmr_rerank,bm25,25,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,26,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,27,20,2,18,18,38,0.1,0.0526315789474
direct_mmr_rerank,bm25,28,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,29,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,30,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,31,20,1,19,19,39,0.05,0.025641025641
direct_mmr_rerank,bm25,32,20,4,16,16,36,0.2,0.111111111111
direct_mmr_rerank,bm25,33,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,34,20,2,18,18,38,0.1,0.0526315789474
direct_mmr_rerank,bm25,35,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,36,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,37,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,38,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,39,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,40,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,41,20,2,18,18,38,0.1,0.0526315789474
direct_mmr_rerank,bm25,42,20,1,19,19,39,0.05,0.025641025641
direct_mmr_rerank,bm25,43,20,3,17,17,37,0.15,0.0810810810811
direct_mmr_rerank,bm25,44,20,1,19,19,39,0.05,0.025641025641
direct_mmr_rerank,bm25,45,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,46,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,47,20,1,19,19,39,0.05,0.025641025641
direct_mmr_rerank,bm25,48,20,0,20,20,40,0,0
direct_mmr_rerank,bm25,49,20,1,19,19,39,0.05,0.025641025641
direct_mmr_rerank,bm25,50,20,2,18,18,38,0.1,0.0526315789474
direct_mmr_rerank,bm25,1,50,6,44,44,94,0.12,0.063829787234
direct_mmr_rerank,bm25,2,50,6,44,44,94,0.12,0.063829787234
direct_mmr_rerank,bm25,3,50,4,46,46,96,0.08,0.0416666666667
direct_mmr_rerank,bm25,4,50,0,50,50,100,0,0
direct_mmr_rerank,bm25,5,50,1,49,49,99,0.02,0.010101010101
direct_mmr_rerank,bm25,6,50,8,42,42,92,0.16,0.0869565217391
direct_mmr_rerank,bm25,7,50,3,47,47,97,0.06,0.0309278350515
direct_mmr_rerank,bm25,8,50,7,43,43,93,0.14,0.0752688172043
direct_mmr_rerank,bm25,9,50,3,47,47,97,0.06,0.0309278350515
direct_mmr_rerank,bm25,10,50,1,49,49,99,0.02,0.010101010101
direct_mmr_rerank,bm25,11,50,4,46,46,96,0.08,0.0416666666667
direct_mmr_rerank,bm25,12,50,2,48,48,98,0.04,0.0204081632653
direct_mmr_rerank,bm25,13,50,2,48,48,98,0.04,0.0204081632653
direct_mmr_rerank,bm25,14,50,6,44,44,94,0.12,0.063829787234
direct_mmr_rerank,bm25,15,50,8,42,42,92,0.16,0.0869565217391
direct_mmr_rerank,bm25,16,50,3,47,47,97,0.06,0.0309278350515
direct_mmr_rerank,bm25,17,50,2,48,48,98,0.04,0.0204081632653
direct_mmr_rerank,bm25,18,50,0,50,50,100,0,0
direct_mmr_rerank,bm25,19,50,3,47,47,97,0.06,0.0309278350515
direct_mmr_rerank,bm25,20,50,4,46,46,96,0.08,0.0416666666667
direct_mmr_rerank,bm25,21,50,3,47,47,97,0.06,0.0309278350515
direct_mmr_rerank,bm25,22,50,4,46,46,96,0.08,0.0416666666667
direct_mmr_rerank,bm25,23,50,4,46,46,96,0.08,0.0416666666667
direct_mmr_rerank,bm25,24,50,3,47,47,97,0.06,0.0309278350515
direct_mmr_rerank,bm25,25,50,2,48,48,98,0.04,0.0204081632653
direct_mmr_rerank,bm25,26,50,2,48,48,98,0.04,0.0204081632653
direct_mmr_rerank,bm25,27,50,2,48,48,98,0.04,0.0204081632653
direct_mmr_rerank,bm25,28,50,0,50,50,100,0,0
direct_mmr_rerank,bm25,29,50,4,46,46,96,0.08,0.0416666666667
direct_mmr_rerank,bm25,30,50,1,49,49,99,0.02,0.010101010101
direct_mmr_rerank,bm25,31,50,6,44,44,94,0.12,0.063829787234
direct_mmr_rerank,bm25,32,50,10,40,40,90,0.2,0.111111111111
direct_mmr_rerank,bm25,33,50,3,47,47,97,0.06,0.0309278350515
direct_mmr_rerank,bm25,34,50,4,46,46,96,0.08,0.0416666666667
direct_mmr_rerank,bm25,35,50,4,46,46,96,0.08,0.0416666666667
direct_mmr_rerank,bm25,36,50,1,49,49,99,0.02,0.010101010101
direct_mmr_rerank,bm25,37,50,0,50,50,100,0,0
direct_mmr_rerank,bm25,38,50,9,41,41,91,0.18,0.0989010989011
direct_mmr_rerank,bm25,39,50,1,49,49,99,0.02,0.010101010101
direct_mmr_rerank,bm25,40,50,1,49,49,99,0.02,0.010101010101
direct_mmr_rerank,bm25,41,50,3,47,47,97,0.06,0.0309278350515
direct_mmr_rerank,bm25,42,50,1,49,49,99,0.02,0.010101010101
direct_mmr_rerank,bm25,43,50,9,41,41,91,0.18,0.0989010989011
direct_mmr_rerank,bm25,44,50,2,48,48,98,0.04,0.0204081632653
direct_mmr_rerank,bm25,45,50,6,44,44,94,0.12,0.063829787234
direct_mmr_rerank,bm25,46,50,9,41,41,91,0.18,0.0989010989011
direct_mmr_rerank,bm25,47,50,9,41,41,91,0.18,0.0989010989011
direct_mmr_rerank,bm25,48,50,2,48,48,98,0.04,0.0204081632653
direct_mmr_rerank,bm25,49,50,3,47,47,97,0.06,0.0309278350515
direct_mmr_rerank,bm25,50,50,6,44,44,94,0.12,0.063829787234
direct_mmr_rerank,bm25,1,100,15,85,85,185,0.15,0.0810810810811
direct_mmr_rerank,bm25,2,100,20,80,80,180,0.2,0.111111111111
direct_mmr_rerank,bm25,3,100,15,85,85,185,0.15,0.0810810810811
direct_mmr_rerank,bm25,4,100,13,87,87,187,0.13,0.0695187165775
direct_mmr_rerank,bm25,5,100,3,97,97,197,0.03,0.0152284263959
direct_mmr_rerank,bm25,6,100,13,87,87,187,0.13,0.0695187165775
direct_mmr_rerank,bm25,7,100,14,86,86,186,0.14,0.0752688172043
direct_mmr_rerank,bm25,8,100,19,81,81,181,0.19,0.104972375691
direct_mmr_rerank,bm25,9,100,13,87,87,187,0.13,0.0695187165775
direct_mmr_rerank,bm25,10,100,7,93,93,193,0.07,0.0362694300518
direct_mmr_rerank,bm25,11,100,12,88,88,188,0.12,0.063829787234
direct_mmr_rerank,bm25,12,100,14,86,86,186,0.14,0.0752688172043
direct_mmr_rerank,bm25,13,100,7,93,93,193,0.07,0.0362694300518
direct_mmr_rerank,bm25,14,100,18,82,82,182,0.18,0.0989010989011
direct_mmr_rerank,bm25,15,100,15,85,85,185,0.15,0.0810810810811
direct_mmr_rerank,bm25,16,100,14,86,86,186,0.14,0.0752688172043
direct_mmr_rerank,bm25,17,100,8,92,92,192,0.08,0.0416666666667
direct_mmr_rerank,bm25,18,100,5,95,95,195,0.05,0.025641025641
direct_mmr_rerank,bm25,19,100,16,84,84,184,0.16,0.0869565217391
direct_mmr_rerank,bm25,20,100,8,92,92,192,0.08,0.0416666666667
direct_mmr_rerank,bm25,21,100,13,87,87,187,0.13,0.0695187165775
direct_mmr_rerank,bm25,22,100,15,85,85,185,0.15,0.0810810810811
direct_mmr_rerank,bm25,23,100,10,90,90,190,0.1,0.0526315789474
direct_mmr_rerank,bm25,24,100,11,89,89,189,0.11,0.0582010582011
direct_mmr_rerank,bm25,25,100,8,92,92,192,0.08,0.0416666666667
direct_mmr_rerank,bm25,26,100,8,92,92,192,0.08,0.0416666666667
direct_mmr_rerank,bm25,27,100,7,93,93,193,0.07,0.0362694300518
direct_mmr_rerank,bm25,28,100,4,96,96,196,0.04,0.0204081632653
direct_mmr_rerank,bm25,29,100,7,93,93,193,0.07,0.0362694300518
direct_mmr_rerank,bm25,30,100,9,91,91,191,0.09,0.0471204188482
direct_mmr_rerank,bm25,31,100,16,84,84,184,0.16,0.0869565217391
direct_mmr_rerank,bm25,32,100,15,85,85,185,0.15,0.0810810810811
direct_mmr_rerank,bm25,33,100,9,91,91,191,0.09,0.0471204188482
direct_mmr_rerank,bm25,34,100,18,82,82,182,0.18,0.0989010989011
direct_mmr_rerank,bm25,35,100,12,88,88,188,0.12,0.063829787234
direct_mmr_rerank,bm25,36,100,7,93,93,193,0.07,0.0362694300518
direct_mmr_rerank,bm25,37,100,6,94,94,194,0.06,0.0309278350515
direct_mmr_rerank,bm25,38,100,22,78,78,178,0.22,0.123595505618
direct_mmr_rerank,bm25,39,100,6,94,94,194,0.06,0.0309278350515
direct_mmr_rerank,bm25,40,100,6,94,94,194,0.06,0.0309278350515
direct_mmr_rerank,bm25,41,100,14,86,86,186,0.14,0.0752688172043
direct_mmr_rerank,bm25,42,100,9,91,91,191,0.09,0.0471204188482
direct_mmr_rerank,bm25,43,100,22,78,78,178,0.22,0.123595505618
direct_mmr_rerank,bm25,44,100,14,86,86,186,0.14,0.0752688172043
direct_mmr_rerank,bm25,45,100,9,91,91,191,0.09,0.0471204188482
direct_mmr_rerank,bm25,46,100,29,71,71,171,0.29,0.169590643275
direct_mmr_rerank,bm25,47,100,15,85,85,185,0.15,0.0810810810811
direct_mmr_rerank,bm25,48,100,9,91,91,191,0.09,0.0471204188482
direct_mmr_rerank,bm25,49,100,11,89,89,189,0.11,0.0582010582011
direct_mmr_rerank,bm25,50,100,16,84,84,184,0.16,0.0869565217391
direct_mmr_rerank,bm25,1,1000,754,246,246,1246,0.754,0.605136436597
direct_mmr_rerank,bm25,2,1000,449,551,551,1551,0.449,0.289490651193
direct_mmr_rerank,bm25,3,1000,767,233,233,1233,0.767,0.622060016221
direct_mmr_rerank,bm25,4,1000,797,203,203,1203,0.797,0.66251039069
direct_mmr_rerank,bm25,5,1000,765,235,235,1235,0.765,0.619433198381
direct_mmr_rerank,bm25,6,1000,657,343,343,1343,0.657,0.489203276247
direct_mmr_rerank,bm25,7,1000,775,225,225,1225,0.775,0.632653061224
direct_mmr_rerank,bm25,8,1000,594,406,406,1406,0.594,0.422475106686
direct_mmr_rerank,bm25,9,1000,752,248,248,1248,0.752,0.602564102564
direct_mmr_rerank,bm25,10,1000,791,209,209,1209,0.791,0.654259718776
direct_mmr_rerank,bm25,11,1000,800,200,200,1200,0.8,0.666666666667
direct_mmr_rerank,bm25,12,1000,729,271,271,1271,0.729,0.573564122738
direct_mmr_rerank,bm25,13,1000,744,256,256,1256,0.744,0.592356687898
direct_mmr_rerank,bm25,14,1000,320,680,680,1680,0.32,0.190476190476
direct_mmr_rerank,bm25,15,1000,418,582,582,1582,0.418,0.264222503161
direct_mmr_rerank,bm25,16,1000,586,414,414,1414,0.586,0.414427157001
direct_mmr_rerank,bm25,17,1000,812,188,188,1188,0.812,0.683501683502
direct_mmr_rerank,bm25,18,1000,819,181,181,1181,0.819,0.693480101609
direct_mmr_rerank,bm25,19,1000,598,402,402,1402,0.598,0.426533523538
direct_mmr_rerank,bm25,20,1000,840,160,160,1160,0.84,0.724137931034
direct_mmr_rerank,bm25,21,1000,688,312,312,1312,0.688,0.524390243902
direct_mmr_rerank,bm25,22,1000,785,215,215,1215,0.785,0.646090534979
direct_mmr_rerank,bm25,23,1000,735,265,265,1265,0.735,0.581027667984
direct_mmr_rerank,bm25,24,1000,709,291,291,1291,0.709,0.549186676995
direct_mmr_rerank,bm25,25,1000,746,254,254,1254,0.746,0.594896331738
direct_mmr_rerank,bm25,26,1000,776,224,224,1224,0.776,0.633986928105
direct_mmr_rerank,bm25,27,1000,910,90,90,1090,0.91,0.834862385321
direct_mmr_rerank,bm25,28,1000,830,170,170,1170,0.83,0.709401709402
direct_mmr_rerank,bm25,29,1000,809,191,191,1191,0.809,0.679261125105
direct_mmr_rerank,bm25,30,1000,759,241,241,1241,0.759,0.611603545528
direct_mmr_rerank,bm25,31,1000,744,256,256,1256,0.744,0.592356687898
direct_mmr_rerank,bm25,32,1000,426,574,574,1574,0.426,0.270648030496
direct_mmr_rerank,bm25,33,1000,685,315,315,1315,0.685,0.520912547529
direct_mmr_rerank,bm25,34,1000,583,417,417,1417,0.583,0.411432604093
direct_mmr_rerank,bm25,35,1000,751,249,249,1249,0.751,0.60128102482
direct_mmr_rerank,bm25,36,1000,861,139,139,1139,0.861,0.755926251097
direct_mmr_rerank,bm25,37,1000,840,160,160,1160,0.84,0.724137931034
direct_mmr_rerank,bm25,38,1000,691,309,309,1309,0.691,0.527883880825
direct_mmr_rerank,bm25,39,1000,889,111,111,1111,0.889,0.800180018002
direct_mmr_rerank,bm25,40,1000,717,283,283,1283,0.717,0.558846453624
direct_mmr_rerank,bm25,41,1000,642,358,358,1358,0.642,0.472754050074
direct_mmr_rerank,bm25,42,1000,766,234,234,1234,0.766,0.62074554295
direct_mmr_rerank,bm25,43,1000,453,547,547,1547,0.453,0.292824822237
direct_mmr_rerank,bm25,44,1000,710,290,290,1290,0.71,0.550387596899
direct_mmr_rerank,bm25,45,1000,795,205,205,1205,0.795,0.659751037344
direct_mmr_rerank,bm25,46,1000,687,313,313,1313,0.687,0.523229246002
direct_mmr_rerank,bm25,47,1000,622,378,378,1378,0.622,0.451378809869
direct_mmr_rerank,bm25,48,1000,781,219,219,1219,0.781,0.640689089418
direct_mmr_rerank,bm25,49,1000,676,324,324,1324,0.676,0.510574018127
direct_mmr_rerank,bm25,50,1000,765,235,235,1235,0.765,0.619433198381
query_expansion,bm25,1,20,14,6,6,26,0.7,0.538461538462
query_expansion,bm25,2,20,10,10,10,30,0.5,0.333333333333
query_expansion,bm25,3,20,12,8,8,28,0.6,0.428571428571
query_expansion,bm25,4,20,11,9,9,29,0.55,0.379310344828
query_expansion,bm25,5,20,11,9,9,29,0.55,0.379310344828
query_expansion,bm25,6,20,11,9,9,29,0.55,0.379310344828
query_expansion,bm25,7,20,13,7,7,27,0.65,0.481481481481
query_expansion,bm25,8,20,16,4,4,24,0.8,0.666666666667
query_expansion,bm25,9,20,9,11,11,31,0.45,0.290322580645
query_expansion,bm25,10,20,15,5,5,25,0.75,0.6
query_expansion,bm25,11,20,12,8,8,28,0.6,0.428571428571
query_expansion,bm25,12,20,10,10,10,30,0.5,0.333333333333
query_expansion,bm25,13,20,16,4,4,24,0.8,0.666666666667
query_expansion,bm25,14,20,17,3,3,23,0.85,0.739130434783
query_expansion,bm25,15,20,8,12,12,32,0.4,0.25
query_expansion,bm25,16,20,4,16,16,36,0.2,0.111111111111
query_expansion,bm25,17,20,10,10,10,30,0.5,0.333333333333
query_expansion,bm25,18,20,12,8,8,28,0.6,0.428571428571
query_expansion,bm25,19,20,14,6,6,26,0.7,0.538461538462
query_expansion,bm25,20,20,16,4,4,24,0.8,0.666666666667
query_expansion,bm25,21,20,11,9,9,29,0.55,0.379310344828
query_expansion,bm25,22,20,17,3,3,23,0.85,0.739130434783
query_expansion,bm25,23,20,12,8,8,28,0.6,0.428571428571
query_expansion,bm25,24,20,9,11,11,31,0.45,0.290322580645
query_expansion,bm25,25,20,6,14,14,34,0.3,0.176470588235
query_expansion,bm25,26,20,16,4,4,24,0.8,0.666666666667
query_expansion,bm25,27,20,6,14,14,34,0.3,0.176470588235
query_expansion,bm25,28,20,10,10,10,30,0.5,0.333333333333
query_expansion,bm25,29,20,14,6,6,26,0.7,0.538461538462
query_expansion,bm25,30,20,14,6,6,26,0.7,0.538461538462
query_expansion,bm25,31,20,15,5,5,25,0.75,0.6
query_expansion,bm25,32,20,13,7,7,27,0.65,0.481481481481
query_expansion,bm25,33,20,13,7,7,27,0.65,0.481481481481
query_expansion,bm25,34,20,9,11,11,31,0.45,0.290322580645
query_expansion,bm25,35,20,9,11,11,31,0.45,0.290322580645
query_expansion,bm25,36,20,14,6,6,26,0.7,0.538461538462
query_expansion,bm25,37,20,15,5,5,25,0.75,0.6
query_expansion,bm25,38,20,11,9,9,29,0.55,0.379310344828
query_expansion,bm25,39,20,14,6,6,26,0.7,0.538461538462
query_expansion,bm25,40,20,14,6,6,26,0.7,0.538461538462
query_expansion,bm25,41,20,10,10,10,30,0.5,0.333333333333
query_expansion,bm25,42,20,12,8,8,28,0.6,0.428571428571
query_expansion,bm25,43,20,13,7,7,27,0.65,0.481481481481
query_expansion,bm25,44,20,11,9,9,29,0.55,0.379310344828
query_expansion,bm25,45,20,9,11,11,31,0.45,0.290322580645
query_expansion,bm25,46,20,12,8,8,28,0.6,0.428571428571
query_expansion,bm25,47,20,7,13,13,33,0.35,0.212121212121
query_expansion,bm25,48,20,12,8,8,28,0.6,0.428571428571
query_expansion,bm25,49,20,9,11,11,31,0.45,0.290322580645
query_expansion,bm25,50,20,13,7,7,27,0.65,0.481481481481
query_expansion,bm25,1,50,27,23,23,73,0.54,0.369863013699
query_expansion,bm25,2,50,33,17,17,67,0.66,0.492537313433
query_expansion,bm25,3,50,29,21,21,71,0.58,0.408450704225
query_expansion,bm25,4,50,34,16,16,66,0.68,0.515151515152
query_expansion,bm25,5,50,22,28,28,78,0.44,0.282051282051
query_expansion,bm25,6,50,25,25,25,75,0.5,0.333333333333
query_expansion,bm25,7,50,32,18,18,68,0.64,0.470588235294
query_expansion,bm25,8,50,28,22,22,72,0.56,0.388888888889
query_expansion,bm25,9,50,30,20,20,70,0.6,0.428571428571
query_expansion,bm25,10,50,29,21,21,71,0.58,0.408450704225
query_expansion,bm25,11,50,34,16,16,66,0.68,0.515151515152
query_expansion,bm25,12,50,26,24,24,74,0.52,0.351351351351
query_expansion,bm25,13,50,38,12,12,62,0.76,0.612903225806
query_expansion,bm25,14,50,43,7,7,57,0.86,0.754385964912
query_expansion,bm25,15,50,16,34,34,84,0.32,0.190476190476
query_expansion,bm25,16,50,15,35,35,85,0.3,0.176470588235
query_expansion,bm25,17,50,20,30,30,80,0.4,0.25
query_expansion,bm25,18,50,31,19,19,69,0.62,0.449275362319
query_expansion,bm25,19,50,40,10,10,60,0.8,0.666666666667
query_expansion,bm25,20,50,30,20,20,70,0.6,0.428571428571
query_expansion,bm25,21,50,33,17,17,67,0.66,0.492537313433
query_expansion,bm25,22,50,35,15,15,65,0.7,0.538461538462
query_expansion,bm25,23,50,30,20,20,70,0.6,0.428571428571
query_expansion,bm25,24,50,30,20,20,70,0.6,0.428571428571
query_expansion,bm25,25,50,15,35,35,85,0.3,0.176470588235
query_expansion,bm25,26,50,31,19,19,69,0.62,0.449275362319
query_expansion,bm25,27,50,18,32,32,82,0.36,0.219512195122
query_expansion,bm25,28,50,29,21,21,71,0.58,0.408450704225
query_expansion,bm25,29,50,37,13,13,63,0.74,0.587301587302
query_expansion,bm25,30,50,34,16,16,66,0.68,0.515151515152
